comune,anno,popolazione_residente,superficie_kmq,arrivi_totali,presenze_totali,numero_strutture_totali,letti_totali,camere_totali,abitazioni_occupate,abitazioni_non_occupate,abitazioni_totali,presenze_per_residente,presenze_per_kmq,tasso_occupazione_media,permanenza_media_giorni,crescita_presenze_yoy_pct,crescita_letti_yoy_pct,letti_per_struttura,letti_per_residente,quota_abitazioni_non_occupate_pct,posti_letto_informali_stimati,pressione_potenziale_totale,densita_abitanti_kmq,gini_stagionalita,gini_stagionalita_solo_mesi_attivi,n_mesi_con_dati_turismo
Gonnosnò,2025,679,15.404,16.0,42.0,3.0,13.0,5.0,321,215,536,0.06,2.7,0.009,2.63,-41.7,225.0,4.3,0.019,40.1,495.0,0.747,44.1,0.848,,2
Gonnostramatza,2023,808,17.795,16.0,113.0,3.0,31.0,13.0,345,219,564,0.14,6.4,0.01,7.06,,19.2,10.3,0.038,38.8,504.0,0.662,45.4,0.9167,,1
Gonnostramatza,2024,796,17.795,87.0,316.0,4.0,33.0,15.0,345,219,564,0.4,17.8,0.026,3.63,179.6,6.5,8.3,0.041,38.8,504.0,0.674,44.7,0.7021,0.285,5
Gonnostramatza,2025,783,17.795,130.0,714.0,5.0,38.0,17.0,345,219,564,0.91,40.1,0.051,5.49,125.9,15.2,7.6,0.049,38.8,504.0,0.692,44.0,0.465,0.2866,9
Guasila,2024,2460,43.325,33.0,72.0,2.0,18.0,10.0,1103,367,1470,0.03,1.7,0.011,2.18,,50.0,9.0,0.007,25.0,844.0,0.35,56.8,0.8167,0.2667,3
Guasila,2025,2435,43.325,42.0,102.0,2.0,18.0,10.0,1103,367,1470,0.04,2.4,0.016,2.43,41.7,0.0,9.0,0.007,25.0,844.0,0.354,56.2,0.7681,0.0725,3
Guspini,2022,11134,175.298,4667.0,9247.0,27.0,297.0,104.0,4781,1245,6026,0.83,52.8,0.085,1.98,,,11.0,0.027,20.7,2864.0,0.284,63.5,0.4261,0.4261,12
Guspini,2023,10996,175.298,4068.0,9142.0,35.0,325.0,102.0,4776,1314,6090,0.83,52.2,0.077,2.25,-1.1,9.4,9.3,0.03,21.6,3022.0,0.304,62.7,0.4531,0.4531,12
Guspini,2024,10856,175.298,3267.0,9233.0,40.0,318.0,138.0,4776,1314,6090,0.85,52.7,0.08,2.83,1.0,-2.2,8.0,0.029,21.6,3022.0,0.308,61.9,0.506,0.506,12
Guspini,2025,10709,175.298,4260.0,11294.0,44.0,358.0,160.0,4776,1314,6090,1.05,64.4,0.086,2.65,22.3,12.6,8.1,0.033,21.6,3022.0,0.316,61.1,0.5093,0.5093,12
Iglesias,2022,25382,208.23,15086.0,42665.0,228.0,1245.0,572.0,11862,2349,14211,1.68,204.9,0.094,2.83,,,5.5,0.049,16.5,5403.0,0.262,121.9,0.4475,0.4475,12
Iglesias,2023,25135,208.23,18172.0,51911.0,285.0,1443.0,585.0,11888,2703,14591,2.07,249.3,0.099,2.86,21.7,15.9,5.1,0.057,18.5,6217.0,0.305,120.7,0.4165,0.4165,12
Iglesias,2024,24908,208.23,24314.0,67043.0,410.0,2059.0,883.0,11888,2703,14591,2.69,322.0,0.089,2.76,29.1,42.7,5.0,0.083,18.5,6217.0,0.332,119.6,0.4155,0.4155,12
Iglesias,2025,24653,208.23,28177.0,78713.0,528.0,2599.0,1126.0,11888,2703,14591,3.19,378.0,0.083,2.79,17.4,26.2,4.9,0.105,18.5,6217.0,0.358,118.4,0.4315,0.4315,12
Ilbono,2022,2004,30.694,391.0,1247.0,7.0,103.0,50.0,890,358,1248,0.62,40.6,0.033,3.19,,,14.7,0.051,28.7,823.0,0.462,65.3,0.7968,0.3904,4
Ilbono,2023,1986,30.694,995.0,2932.0,11.0,135.0,68.0,895,378,1273,1.48,95.5,0.06,2.95,135.1,31.1,12.3,0.068,29.7,869.0,0.506,64.7,0.6762,0.6762,12
Ilbono,2024,1971,30.694,1139.0,3537.0,15.0,160.0,74.0,895,378,1273,1.79,115.2,0.061,3.11,20.6,18.5,10.7,0.081,29.7,869.0,0.522,64.2,0.6746,0.6746,12
Ilbono,2025,1974,30.694,1647.0,4979.0,22.0,200.0,92.0,895,378,1273,2.52,162.2,0.068,3.02,40.8,25.0,9.1,0.101,29.7,869.0,0.542,64.3,0.5853,0.5853,12
Irgoli,2022,2232,75.192,684.0,3099.0,26.0,206.0,81.0,1010,107,1117,1.39,41.2,0.041,4.53,,,7.9,0.092,9.6,246.0,0.203,29.7,0.7086,0.6821,11
Irgoli,2023,2201,75.192,823.0,4266.0,31.0,222.0,88.0,1007,148,1155,1.94,56.7,0.053,5.18,37.7,7.8,7.2,0.101,12.8,340.0,0.256,29.3,0.7348,0.6464,9
Irgoli,2024,2208,75.192,715.0,3374.0,32.0,204.0,86.0,1007,148,1155,1.53,44.9,0.045,4.72,-20.9,-8.1,6.4,0.092,12.8,340.0,0.247,29.4,0.6935,0.6322,10
Irgoli,2025,2189,75.192,915.0,5062.0,42.0,235.0,99.0,1007,148,1155,2.31,67.3,0.059,5.53,50.0,15.2,5.6,0.107,12.8,340.0,0.263,29.1,0.6461,0.6461,12
Isili,2022,2503,67.716,542.0,1352.0,6.0,40.0,23.0,1123,367,1490,0.54,20.0,0.093,2.49,,,6.7,0.016,24.6,844.0,0.353,37.0,0.2739,0.2739,12
Isili,2023,2452,67.716,394.0,852.0,6.0,40.0,22.0,1124,412,1536,0.35,12.6,0.058,2.16,-37.0,0.0,6.7,0.016,26.8,948.0,0.403,36.2,0.2189,0.2189,12
Isili,2024,2443,67.716,652.0,1576.0,9.0,57.0,27.0,1124,412,1536,0.65,23.3,0.076,2.42,85.0,42.5,6.3,0.023,26.8,948.0,0.411,36.1,0.1862,0.1862,12
Isili,2025,2428,67.716,1065.0,2394.0,13.0,70.0,34.0,1124,412,1536,0.99,35.4,0.094,2.25,51.9,22.8,5.4,0.029,26.8,948.0,0.419,35.9,0.2652,0.2652,12
Ittiri,2023,8043,111.976,111.0,306.0,6.0,53.0,25.0,3473,629,4102,0.04,2.7,0.016,2.76,,0.0,8.8,0.007,15.3,1447.0,0.186,71.8,0.8467,0.3869,3
Ittiri,2024,7937,111.976,276.0,876.0,5.0,45.0,18.0,3473,629,4102,0.11,7.8,0.053,3.17,186.3,-15.1,9.0,0.006,15.3,1447.0,0.188,70.9,0.434,0.2453,9
Ittiri,2025,7827,111.976,648.0,1892.0,5.0,45.0,18.0,3473,629,4102,0.24,16.9,0.115,2.92,116.0,0.0,9.0,0.006,15.3,1447.0,0.191,69.9,0.3059,0.3059,12
Jerzu,2022,3054,102.246,855.0,2654.0,13.0,117.0,54.0,1470,1006,2476,0.87,26.0,0.062,3.1,,,9.0,0.038,40.6,2314.0,0.796,29.9,0.4442,0.3937,11
Jerzu,2023,3003,102.246,850.0,2909.0,15.0,110.0,49.0,1428,1106,2534,0.97,28.5,0.072,3.42,9.6,-6.0,7.3,0.037,43.6,2544.0,0.884,29.4,0.4484,0.4484,12
Jerzu,2024,2947,102.246,1426.0,5441.0,41.0,254.0,115.0,1428,1106,2534,1.85,53.2,0.059,3.82,87.0,130.9,6.2,0.086,43.6,2544.0,0.949,28.8,0.4248,0.4248,12
Jerzu,2025,2943,102.246,3062.0,14661.0,61.0,377.0,199.0,1428,1106,2534,4.98,143.4,0.107,4.79,169.5,48.4,6.2,0.128,43.6,2544.0,0.992,28.8,0.4846,0.4846,12
La Maddalena,2022,10687,52.963,63600.0,297316.0,448.0,5460.0,1956.0,5420,4702,10122,27.82,5613.7,0.149,4.67,,,12.2,0.511,46.5,10815.0,1.523,201.8,0.5978,0.5978,12
La Maddalena,2023,10609,52.963,69861.0,220259.0,599.0,6361.0,2227.0,5392,4900,10292,20.76,4158.7,0.095,3.15,-25.9,16.5,10.6,0.6,47.6,11270.0,1.662,200.3,0.62,0.62,12
La Maddalena,2024,10582,52.963,82769.0,339606.0,917.0,7835.0,3001.0,5392,4900,10292,32.09,6412.1,0.119,4.1,54.2,23.2,8.5,0.74,47.6,11270.0,1.805,199.8,0.5859,0.5859,12
La Maddalena,2025,10488,52.963,94945.0,325838.0,1158.0,8698.0,3434.0,5392,4900,10292,31.07,6152.2,0.103,3.43,-4.1,11.0,7.5,0.829,47.6,11270.0,1.904,198.0,0.5911,0.5911,12
Laconi,2022,1685,124.646,1799.0,2496.0,9.0,65.0,33.0,825,617,1442,1.48,20.0,0.105,1.39,,,7.2,0.039,42.8,1419.0,0.881,13.5,0.165,0.165,12
Laconi,2023,1674,124.646,1160.0,1516.0,10.0,92.0,52.0,818,626,1444,0.91,12.2,0.045,1.31,-39.3,41.5,9.2,0.055,43.4,1440.0,0.915,13.4,0.1597,0.1597,12
Laconi,2024,1645,124.646,1015.0,1183.0,11.0,85.0,46.0,818,626,1444,0.72,9.5,0.038,1.17,-22.0,-7.6,7.7,0.052,43.4,1440.0,0.927,13.2,0.3501,0.291,11
Laconi,2025,1614,124.646,1712.0,2668.0,13.0,95.0,51.0,818,626,1444,1.65,21.4,0.077,1.56,125.5,11.8,7.3,0.059,43.4,1440.0,0.951,12.9,0.3283,0.3283,12
Laerru,2024,822,20.168,43.0,349.0,2.0,9.0,5.0,393,282,675,0.42,17.3,0.106,8.12,,,4.5,0.011,41.8,649.0,0.8,40.8,0.7697,0.3092,4
Laerru,2025,803,20.168,136.0,734.0,3.0,25.0,19.0,393,282,675,0.91,36.4,0.08,5.4,110.3,177.8,8.3,0.031,41.8,649.0,0.839,39.8,0.7305,0.461,6
Lanusei,2022,5091,53.025,2085.0,6186.0,22.0,368.0,172.0,2400,898,3298,1.22,116.7,0.046,2.97,,,16.7,0.072,27.2,2065.0,0.478,96.0,0.6672,0.6672,12
Lanusei,2023,5049,53.025,1422.0,4138.0,24.0,393.0,179.0,2432,909,3341,0.82,78.0,0.029,2.91,-33.1,6.8,16.4,0.078,27.2,2091.0,0.492,95.2,0.5588,0.5588,12
Lanusei,2024,5024,53.025,2951.0,7397.0,41.0,408.0,178.0,2432,909,3341,1.47,139.5,0.05,2.51,78.8,3.8,10.0,0.081,27.2,2091.0,0.497,94.7,0.5868,0.5868,12
Lanusei,2025,4968,53.025,4020.0,10547.0,55.0,384.0,168.0,2432,909,3341,2.12,198.9,0.075,2.62,42.6,-5.9,7.0,0.077,27.2,2091.0,0.498,93.7,0.5068,0.5068,12
Las Plassas,2023,210,11.078,27.0,53.0,1.0,3.0,1.0,103,99,202,0.25,4.8,0.048,1.96,,0.0,3.0,0.014,49.0,228.0,1.099,19.0,0.8854,,2
Las Plassas,2024,205,11.078,17.0,26.0,2.0,7.0,4.0,103,99,202,0.13,2.3,0.01,1.53,-50.9,133.3,3.5,0.034,49.0,228.0,1.145,18.5,0.8225,0.2899,3
Las Plassas,2025,210,11.078,17.0,87.0,2.0,7.0,4.0,103,99,202,0.41,7.9,0.034,5.12,234.6,0.0,3.5,0.033,49.0,228.0,1.118,19.0,0.8504,,2
Loceri,2022,1279,19.431,1245.0,3710.0,22.0,102.0,46.0,632,354,986,2.9,190.9,0.1,2.98,,,4.6,0.08,35.9,814.0,0.716,65.8,0.6273,0.5031,9
Loceri,2023,1287,19.431,1005.0,3477.0,27.0,124.0,55.0,648,347,995,2.7,178.9,0.077,3.46,-6.3,21.6,4.6,0.096,34.9,798.0,0.716,66.2,0.7142,0.5713,8
Loceri,2024,1303,19.431,1077.0,4691.0,37.0,200.0,73.0,648,347,995,3.6,241.4,0.064,4.36,34.9,61.3,5.4,0.153,34.9,798.0,0.766,67.1,0.6465,0.5287,9
Loceri,2025,1317,19.431,1076.0,4902.0,33.0,182.0,69.0,648,347,995,3.72,252.3,0.074,4.56,4.5,-9.0,5.5,0.138,34.9,798.0,0.744,67.8,0.6494,0.5793,10
Loculi,2022,508,38.205,7.0,15.0,8.0,51.0,23.0,257,66,323,0.03,0.4,0.001,2.14,,,6.4,0.1,20.4,152.0,0.399,13.3,0.9056,,2
Loculi,2023,491,38.205,139.0,836.0,10.0,59.0,26.0,247,86,333,1.7,21.9,0.039,6.01,5473.3,15.7,5.9,0.12,25.8,198.0,0.523,12.9,0.7727,0.3181,4
Loculi,2024,489,38.205,157.0,892.0,13.0,81.0,30.0,247,86,333,1.82,23.3,0.03,5.68,6.7,37.3,6.2,0.166,25.8,198.0,0.57,12.8,0.6894,0.4675,7
Loculi,2025,492,38.205,462.0,2288.0,21.0,115.0,53.0,247,86,333,4.65,59.9,0.055,4.95,156.5,42.0,5.5,0.234,25.8,198.0,0.636,12.9,0.5925,0.3887,8
Lodè,2023,1509,122.984,83.0,168.0,3.0,46.0,22.0,806,608,1414,0.11,1.4,0.01,2.02,,4.5,15.3,0.03,43.0,1398.0,0.957,12.3,0.8391,,2
Lodè,2024,1491,122.984,88.0,221.0,3.0,34.0,16.0,806,608,1414,0.15,1.8,0.018,2.51,31.5,-26.1,11.3,0.023,43.0,1398.0,0.961,12.1,0.8134,0.4403,4
Lodè,2025,1473,122.984,103.0,235.0,5.0,51.0,26.0,806,608,1414,0.16,1.9,0.013,2.28,6.3,50.0,10.2,0.035,43.0,1398.0,0.984,12.0,0.6819,0.2366,5
Loiri Porto San Paolo,2022,3659,118.516,26758.0,156280.0,191.0,3466.0,1009.0,1771,3323,5094,42.71,1318.6,0.124,5.84,,,18.1,0.947,65.2,7643.0,3.036,30.9,0.5675,0.5282,11
Loiri Porto San Paolo,2023,3689,118.516,26331.0,126410.0,250.0,3764.0,954.0,1848,3351,5199,34.27,1066.6,0.092,4.8,-19.1,8.6,15.1,1.02,64.5,7707.0,3.11,31.1,0.6055,0.6055,12
Loiri Porto San Paolo,2024,3741,118.516,29480.0,148776.0,438.0,4832.0,1553.0,1848,3351,5199,39.77,1255.3,0.084,5.05,17.7,28.4,11.0,1.292,64.5,7707.0,3.352,31.6,0.5903,0.5903,12
Loiri Porto San Paolo,2025,3800,118.516,39112.0,191504.0,612.0,5734.0,1952.0,1848,3351,5199,50.4,1615.8,0.092,4.9,28.7,18.7,9.4,1.509,64.5,7707.0,3.537,32.1,0.5983,0.5983,12
Lotzorai,2022,2116,16.898,18135.0,89457.0,63.0,2264.0,779.0,1008,487,1495,42.28,5293.9,0.108,4.93,,,35.9,1.07,32.6,1120.0,1.599,125.2,0.6736,0.6084,10
Lotzorai,2023,2126,16.898,17253.0,75171.0,95.0,2356.0,822.0,1020,499,1519,35.36,4448.5,0.087,4.36,-16.0,4.1,24.8,1.108,32.9,1148.0,1.648,125.8,0.6327,0.6327,12
Lotzorai,2024,2116,16.898,23658.0,117373.0,142.0,2651.0,981.0,1020,499,1519,55.47,6946.0,0.121,4.96,56.1,12.5,18.7,1.253,32.9,1148.0,1.795,125.2,0.6076,0.6076,12
Lotzorai,2025,2131,16.898,27029.0,95710.0,158.0,2794.0,1063.0,1020,499,1519,44.91,5664.0,0.094,3.54,-18.5,5.4,17.7,1.311,32.9,1148.0,1.85,126.1,0.5955,0.5955,12
Lula,2022,1266,148.352,20.0,27.0,7.0,52.0,24.0,620,483,1103,0.02,0.2,0.001,1.35,,,7.4,0.041,43.8,1111.0,0.919,8.5,0.875,,2
Lula,2023,1256,148.352,100.0,283.0,7.0,52.0,24.0,623,495,1118,0.23,1.9,0.015,2.83,948.1,0.0,7.4,0.041,44.3,1139.0,0.948,8.5,0.7051,0.4101,6
Lula,2024,1242,148.352,56.0,211.0,5.0,38.0,18.0,623,495,1118,0.17,1.4,0.015,3.77,-25.4,-26.9,7.6,0.031,44.3,1139.0,0.947,8.4,0.7548,0.2645,4
Lula,2025,1215,148.352,48.0,107.0,5.0,38.0,18.0,623,495,1118,0.09,0.7,0.008,2.23,-49.3,0.0,7.6,0.031,44.3,1139.0,0.968,8.2,0.7385,0.3724,5
Lunamatrona,2023,1619,20.776,18.0,71.0,3.0,263.0,94.0,698,263,961,0.04,3.4,0.001,3.94,,-1.5,87.7,0.162,27.4,605.0,0.536,77.9,0.7857,0.3571,4
Lunamatrona,2024,1597,20.776,38.0,215.0,5.0,273.0,98.0,698,263,961,0.13,10.3,0.002,5.66,202.8,3.8,54.6,0.171,27.4,605.0,0.55,76.9,0.7686,0.0746,3
Lunamatrona,2025,1588,20.776,86.0,368.0,6.0,277.0,102.0,698,263,961,0.23,17.7,0.004,4.28,71.2,1.5,46.2,0.174,27.4,605.0,0.555,76.4,0.5556,0.1111,6
Luogosanto,2022,1818,134.812,2149.0,6673.0,21.0,302.0,145.0,806,572,1378,3.67,49.5,0.061,3.11,,,14.4,0.166,41.5,1316.0,0.89,13.5,0.657,0.412,7
Luogosanto,2023,1825,134.812,2192.0,7693.0,29.0,355.0,157.0,815,579,1394,4.22,57.1,0.059,3.51,15.3,17.5,12.2,0.195,41.5,1332.0,0.924,13.5,0.6605,0.4908,8
Luogosanto,2024,1802,134.812,2946.0,11068.0,41.0,375.0,190.0,815,579,1394,6.14,82.1,0.081,3.76,43.9,5.6,9.1,0.208,41.5,1332.0,0.947,13.4,0.5968,0.3952,8
Luogosanto,2025,1815,134.812,3089.0,11185.0,58.0,466.0,230.0,815,579,1394,6.16,83.0,0.066,3.62,1.1,24.3,8.0,0.257,41.5,1332.0,0.99,13.5,0.5876,0.5876,12
Luras,2023,2387,88.2,76.0,266.0,8.0,73.0,43.0,1042,629,1671,0.11,3.0,0.01,3.5,,12.3,9.1,0.031,37.6,1447.0,0.637,27.1,0.75,0.5,6
Luras,2024,2375,88.2,216.0,801.0,15.0,109.0,55.0,1042,629,1671,0.34,9.1,0.02,3.71,201.1,49.3,7.3,0.046,37.6,1447.0,0.655,26.9,0.622,0.352,7
Luras,2025,2368,88.2,457.0,1453.0,19.0,119.0,56.0,1042,629,1671,0.61,16.5,0.033,3.18,81.4,9.2,6.3,0.05,37.6,1447.0,0.661,26.8,0.4987,0.4532,11
Macomer,2022,9444,122.658,1599.0,10707.0,8.0,81.0,50.0,4124,951,5075,1.13,87.3,0.362,6.7,,,10.1,0.009,18.7,2187.0,0.24,77.0,0.0618,0.0618,12
Macomer,2023,9352,122.658,1321.0,9726.0,8.0,81.0,50.0,4145,960,5105,1.04,79.3,0.329,7.36,-9.2,0.0,10.1,0.009,18.8,2208.0,0.245,76.2,0.064,0.064,12
Macomer,2024,9166,122.658,2086.0,11548.0,13.0,95.0,56.0,4145,960,5105,1.26,94.1,0.333,5.54,18.7,17.3,7.3,0.01,18.8,2208.0,0.251,74.7,0.0502,0.0502,12
Macomer,2025,9069,122.658,3628.0,12407.0,18.0,118.0,65.0,4145,960,5105,1.37,101.2,0.288,3.42,7.4,24.2,6.6,0.013,18.8,2208.0,0.256,73.9,0.0524,0.0524,12
Magomadas,2022,604,9.034,1841.0,9361.0,52.0,316.0,142.0,344,673,1017,15.5,1036.2,0.081,5.08,,,6.1,0.523,66.2,1548.0,3.086,66.9,0.6131,0.5779,11
Magomadas,2023,602,9.034,2135.0,10096.0,57.0,340.0,150.0,342,684,1026,16.77,1117.6,0.081,4.73,7.9,7.6,6.0,0.565,66.7,1573.0,3.178,66.6,0.5847,0.5016,10
Magomadas,2024,604,9.034,3045.0,12161.0,73.0,410.0,180.0,342,684,1026,20.13,1346.1,0.081,3.99,20.5,20.6,5.6,0.679,66.7,1573.0,3.283,66.9,0.569,0.569,12
Magomadas,2025,603,9.034,3540.0,15972.0,88.0,491.0,219.0,342,684,1026,26.49,1768.0,0.089,4.51,31.3,19.8,5.6,0.814,66.7,1573.0,3.423,66.7,0.5833,0.5455,11
Mamoiada,2022,2426,49.119,629.0,861.0,19.0,145.0,67.0,1012,299,1311,0.35,17.5,0.016,1.37,,,7.6,0.06,22.8,688.0,0.343,49.4,0.3172,0.3172,12
Mamoiada,2023,2384,49.119,1151.0,2284.0,26.0,175.0,84.0,1017,313,1330,0.96,46.5,0.036,1.98,165.3,20.7,6.7,0.073,23.5,720.0,0.375,48.5,0.3025,0.3025,12
Mamoiada,2024,2389,49.119,1155.0,2853.0,30.0,185.0,86.0,1017,313,1330,1.19,58.1,0.042,2.47,24.9,5.7,6.2,0.077,23.5,720.0,0.379,48.6,0.3722,0.3722,12
Mamoiada,2025,2367,49.119,1252.0,3007.0,30.0,185.0,85.0,1017,313,1330,1.27,61.2,0.045,2.4,5.4,0.0,6.2,0.078,23.5,720.0,0.382,48.2,0.2269,0.2269,12
Mandas,2022,2028,44.86,864.0,1566.0,6.0,35.0,18.0,850,444,1294,0.77,34.9,0.123,1.81,,,5.8,0.017,34.3,1021.0,0.521,45.2,0.5399,0.3099,8
Mandas,2023,2004,44.86,762.0,1596.0,5.0,32.0,13.0,846,471,1317,0.8,35.6,0.137,2.09,1.9,-8.6,6.4,0.016,35.8,1083.0,0.557,44.7,0.4304,0.3787,11
Mandas,2024,1968,44.86,508.0,1246.0,7.0,52.0,31.0,846,471,1317,0.63,27.8,0.066,2.45,-21.9,62.5,7.4,0.026,35.8,1083.0,0.577,43.9,0.5156,0.4187,10
Mandas,2025,1954,44.86,997.0,1847.0,6.0,40.0,26.0,846,471,1317,0.95,41.2,0.127,1.85,48.2,-23.1,6.7,0.02,35.8,1083.0,0.575,43.6,0.402,0.3477,11
Mara,2023,530,18.646,136.0,335.0,1.0,6.0,3.0,242,221,463,0.63,18.0,0.153,2.46,,0.0,6.0,0.011,47.7,508.0,0.97,28.4,0.7308,0.3538,5
Mara,2024,528,18.646,31.0,67.0,1.0,6.0,3.0,242,221,463,0.13,3.6,0.031,2.16,-80.0,0.0,6.0,0.011,47.7,508.0,0.974,28.3,0.8397,,2
Maracalagonis,2022,7909,101.91,15832.0,122503.0,175.0,2429.0,928.0,3407,1768,5175,15.49,1202.1,0.138,7.74,,,13.9,0.307,34.2,4066.0,0.821,77.6,0.6645,0.6645,12
Maracalagonis,2023,7940,101.91,16902.0,126941.0,213.0,2499.0,1037.0,3481,1775,5256,15.99,1245.6,0.139,7.51,3.6,2.9,11.7,0.315,33.8,4083.0,0.829,77.9,0.6653,0.6653,12
Maracalagonis,2024,7934,101.91,19016.0,130963.0,338.0,3314.0,1377.0,3481,1775,5256,16.51,1285.1,0.108,6.89,3.2,32.6,9.8,0.418,33.8,4083.0,0.932,77.9,0.6507,0.6507,12
Maracalagonis,2025,7897,101.91,24001.0,158361.0,442.0,3977.0,1676.0,3481,1775,5256,20.05,1553.9,0.109,6.6,20.9,20.0,9.0,0.504,33.8,4083.0,1.021,77.5,0.6317,0.6317,12
Marrubiu,2022,4643,61.384,595.0,1626.0,19.0,112.0,53.0,1961,643,2604,0.35,26.5,0.04,2.73,,,5.9,0.024,24.7,1479.0,0.343,75.6,0.6791,0.6499,11
Marrubiu,2023,4611,61.384,318.0,1330.0,21.0,125.0,58.0,1989,652,2641,0.29,21.7,0.029,4.18,-18.2,11.6,6.0,0.027,24.7,1500.0,0.352,75.1,0.6218,0.5874,11
Marrubiu,2024,4559,61.384,514.0,1735.0,29.0,163.0,66.0,1989,652,2641,0.38,28.3,0.029,3.38,30.5,30.4,5.6,0.036,24.7,1500.0,0.365,74.3,0.5947,0.5578,11
Marrubiu,2025,4520,61.384,660.0,2058.0,31.0,168.0,69.0,1989,652,2641,0.46,33.5,0.034,3.12,18.6,3.1,5.4,0.037,24.7,1500.0,0.369,73.6,0.6055,0.5267,10
Martis,2023,467,22.874,162.0,453.0,6.0,48.0,26.0,240,213,453,0.97,19.8,0.026,2.8,,26.3,8.0,0.103,47.0,490.0,1.152,20.4,0.6683,0.4314,7
Martis,2024,459,22.874,265.0,826.0,8.0,57.0,21.0,240,213,453,1.8,36.1,0.04,3.12,82.3,18.8,7.1,0.124,47.0,490.0,1.192,20.1,0.671,0.436,7
Martis,2025,452,22.874,192.0,731.0,8.0,57.0,21.0,240,213,453,1.62,32.0,0.035,3.81,-11.5,0.0,7.1,0.126,47.0,490.0,1.21,19.8,0.5131,0.2696,8
Masainas,2022,1227,23.886,341.0,2049.0,16.0,75.0,35.0,546,335,881,1.67,85.8,0.075,6.01,,,4.7,0.061,38.0,771.0,0.689,51.4,0.6883,0.4656,7
Masainas,2023,1228,23.886,307.0,2273.0,18.0,77.0,35.0,555,359,914,1.85,95.2,0.081,7.4,10.9,2.7,4.3,0.063,39.3,826.0,0.735,51.4,0.6653,0.4262,7
Masainas,2024,1198,23.886,380.0,2504.0,32.0,170.0,66.0,555,359,914,2.09,104.8,0.04,6.59,10.2,120.8,5.3,0.142,39.3,826.0,0.831,50.2,0.6746,0.5119,8
Masainas,2025,1189,23.886,1015.0,4786.0,37.0,207.0,94.0,555,359,914,4.03,200.4,0.063,4.72,91.1,21.8,5.6,0.174,39.3,826.0,0.869,49.8,0.6325,0.4487,8
Masullas,2024,1000,18.709,30.0,101.0,2.0,9.0,5.0,435,226,661,0.1,5.4,0.031,3.37,,80.0,4.5,0.009,34.2,520.0,0.529,53.5,0.7199,0.1597,4
Masullas,2025,992,18.709,71.0,348.0,4.0,23.0,12.0,435,226,661,0.35,18.6,0.041,4.9,244.6,155.6,5.8,0.023,34.2,520.0,0.547,53.0,0.6698,0.2075,5
Meana Sardo,2022,1624,73.562,119.0,162.0,4.0,52.0,15.0,736,503,1239,0.1,2.2,0.009,1.36,,,13.0,0.032,40.6,1157.0,0.744,22.1,0.7121,0.3091,5
Meana Sardo,2023,1599,73.562,184.0,309.0,4.0,52.0,15.0,733,505,1238,0.19,4.2,0.016,1.68,90.7,0.0,13.0,0.033,40.8,1162.0,0.759,21.7,0.4,0.3455,11
Meana Sardo,2024,1579,73.562,209.0,329.0,4.0,47.0,13.0,733,505,1238,0.21,4.5,0.019,1.57,6.5,-9.6,11.8,0.03,40.8,1162.0,0.765,21.5,0.368,0.368,12
Meana Sardo,2025,1549,73.562,245.0,347.0,5.0,56.0,17.0,733,505,1238,0.22,4.7,0.017,1.42,5.5,19.1,11.2,0.036,40.8,1162.0,0.786,21.1,0.2735,0.2735,12
Milis,2022,1433,18.795,149.0,1116.0,9.0,50.0,24.0,572,253,825,0.78,59.4,0.061,7.49,,,5.6,0.035,30.7,582.0,0.441,76.2,0.5801,0.2802,7
Milis,2023,1396,18.795,178.0,1420.0,12.0,68.0,34.0,578,259,837,1.02,75.6,0.057,7.98,27.2,36.0,5.7,0.049,30.9,596.0,0.475,74.3,0.5017,0.402,10
Milis,2024,1395,18.795,261.0,1894.0,15.0,73.0,35.0,578,259,837,1.36,100.8,0.071,7.26,33.4,7.4,4.9,0.052,30.9,596.0,0.479,74.2,0.4475,0.337,10
Milis,2025,1404,18.795,340.0,2216.0,19.0,93.0,48.0,578,259,837,1.58,117.9,0.065,6.52,17.0,27.4,4.9,0.066,30.9,596.0,0.491,74.7,0.5508,0.51,11
Modolo,2022,155,2.616,430.0,1408.0,15.0,81.0,39.0,80,95,175,9.08,538.2,0.048,3.27,,,5.4,0.523,54.3,219.0,1.932,59.3,0.7392,0.4784,6
Modolo,2023,170,2.616,407.0,1248.0,15.0,82.0,38.0,85,94,179,7.34,477.1,0.042,3.07,-11.4,1.2,5.5,0.482,52.5,216.0,1.754,65.0,0.7045,0.4934,7
Modolo,2024,175,2.616,562.0,1688.0,15.0,78.0,36.0,85,94,179,9.65,645.3,0.059,3.0,35.3,-4.9,5.2,0.446,52.5,216.0,1.681,66.9,0.6761,0.4447,7
Modolo,2025,170,2.616,1202.0,3568.0,18.0,96.0,44.0,85,94,179,20.99,1363.9,0.102,2.97,111.4,23.1,5.3,0.565,52.5,216.0,1.836,65.0,0.6226,0.353,7
Mogoro,2023,3907,48.778,105.0,500.0,5.0,25.0,12.0,1666,727,2393,0.13,10.3,0.055,4.76,,13.6,5.0,0.006,30.4,1672.0,0.434,80.1,0.7115,0.423,6
Mogoro,2024,3869,48.778,61.0,356.0,11.0,51.0,25.0,1666,727,2393,0.09,7.3,0.019,5.84,-28.8,104.0,4.6,0.013,30.4,1672.0,0.445,79.3,0.7853,0.3559,4
