comune,anno,popolazione_residente,superficie_kmq,arrivi_totali,presenze_totali,numero_strutture_totali,letti_totali,camere_totali,abitazioni_occupate,abitazioni_non_occupate,abitazioni_totali,presenze_per_residente,presenze_per_kmq,tasso_occupazione_media,permanenza_media_giorni,crescita_presenze_yoy_pct,crescita_letti_yoy_pct,letti_per_struttura,letti_per_residente,quota_abitazioni_non_occupate_pct,posti_letto_informali_stimati,pressione_potenziale_totale,densita_abitanti_kmq,gini_stagionalita,gini_stagionalita_solo_mesi_attivi,n_mesi_con_dati_turismo
Sennori,2025,6730,31.103,1030.0,5751.0,43.0,217.0,91.0,2897,687,3584,0.85,184.9,0.073,5.58,124.3,32.3,5.0,0.032,19.2,1580.0,0.267,216.4,0.5156,0.4716,11
Senorbì,2022,4762,34.729,315.0,830.0,9.0,57.0,29.0,2047,469,2516,0.17,23.9,0.04,2.63,,,6.3,0.012,18.6,1079.0,0.238,137.1,0.4494,0.3393,10
Senorbì,2023,4793,34.729,386.0,1540.0,13.0,84.0,44.0,2067,478,2545,0.32,44.3,0.05,3.99,85.5,47.4,6.5,0.018,18.8,1099.0,0.247,138.0,0.2769,0.2769,12
Senorbì,2024,4793,34.729,709.0,1985.0,14.0,86.0,41.0,2067,478,2545,0.41,57.2,0.063,2.8,28.9,2.4,6.1,0.018,18.8,1099.0,0.247,138.0,0.309,0.309,12
Senorbì,2025,4818,34.729,680.0,1743.0,17.0,99.0,47.0,2067,478,2545,0.36,50.2,0.048,2.56,-12.2,15.1,5.8,0.021,18.8,1099.0,0.249,138.7,0.2328,0.2328,12
Serdiana,2023,2659,55.448,69.0,126.0,4.0,19.0,8.0,1082,196,1278,0.05,2.3,0.018,1.83,,-5.0,4.8,0.007,15.3,451.0,0.177,48.0,0.6944,0.2667,5
Serdiana,2024,2645,55.448,64.0,163.0,5.0,29.0,8.0,1082,196,1278,0.06,2.9,0.015,2.55,29.4,52.6,5.8,0.011,15.3,451.0,0.181,47.7,0.6892,0.0675,4
Serdiana,2025,2642,55.448,260.0,551.0,6.0,46.0,19.0,1082,196,1278,0.21,9.9,0.033,2.12,238.0,58.6,7.7,0.017,15.3,451.0,0.188,47.6,0.4606,0.3527,10
Serramanna,2022,8640,83.934,82.0,354.0,4.0,16.0,8.0,3666,452,4118,0.04,4.2,0.061,4.32,,,4.0,0.002,11.0,1040.0,0.122,102.9,0.8193,0.2773,3
Serramanna,2023,8610,83.934,126.0,684.0,6.0,22.0,8.0,3664,489,4153,0.08,8.1,0.085,5.43,93.2,37.5,3.7,0.003,11.8,1125.0,0.133,102.6,0.5776,0.3664,8
Serramanna,2024,8504,83.934,134.0,794.0,8.0,30.0,16.0,3664,489,4153,0.09,9.5,0.073,5.93,16.1,36.4,3.8,0.004,11.8,1125.0,0.136,101.3,0.7295,0.5362,7
Serramanna,2025,8487,83.934,369.0,1447.0,12.0,48.0,25.0,3664,489,4153,0.17,17.2,0.083,3.92,82.2,60.0,4.0,0.006,11.8,1125.0,0.138,101.1,0.4988,0.3317,9
Serrenti,2023,4541,42.806,23.0,91.0,2.0,21.0,11.0,1950,575,2525,0.02,2.1,0.012,3.96,,0.0,10.5,0.005,22.8,1323.0,0.296,106.1,0.8782,,2
Serrenti,2024,4506,42.806,36.0,111.0,2.0,21.0,13.0,1950,575,2525,0.02,2.6,0.014,3.08,22.0,0.0,10.5,0.005,22.8,1323.0,0.298,105.3,0.8849,,2
Serrenti,2025,4470,42.806,23.0,71.0,4.0,37.0,20.0,1950,575,2525,0.02,1.7,0.005,3.09,-36.0,76.2,9.3,0.008,22.8,1323.0,0.304,104.4,0.8929,,2
Serri,2023,613,19.101,315.0,559.0,4.0,28.0,15.0,290,177,467,0.91,29.3,0.055,1.77,,-24.3,7.0,0.046,37.9,407.0,0.71,32.1,0.3452,0.2142,10
Serri,2024,605,19.101,414.0,605.0,4.0,28.0,15.0,290,177,467,1.0,31.7,0.059,1.46,8.2,0.0,7.0,0.046,37.9,407.0,0.719,31.7,0.3207,0.1848,10
Serri,2025,599,19.101,445.0,648.0,5.0,33.0,18.0,290,177,467,1.08,33.9,0.054,1.46,7.1,17.9,6.6,0.055,37.9,407.0,0.735,31.4,0.4119,0.2943,10
Sestu,2022,20800,48.367,1572.0,4405.0,22.0,103.0,56.0,9100,661,9761,0.21,91.1,0.117,2.8,,,4.7,0.005,6.8,1520.0,0.078,430.0,0.4015,0.4015,12
Sestu,2023,20811,48.367,2077.0,5817.0,36.0,156.0,84.0,9300,625,9925,0.28,120.3,0.102,2.8,32.1,51.5,4.3,0.007,6.3,1438.0,0.077,430.3,0.3872,0.3872,12
Sestu,2024,20792,48.367,3141.0,8224.0,57.0,254.0,129.0,9300,625,9925,0.4,170.0,0.089,2.62,41.4,62.8,4.5,0.012,6.3,1438.0,0.081,429.9,0.4238,0.4238,12
Sestu,2025,20751,48.367,3385.0,10175.0,71.0,297.0,151.0,9300,625,9925,0.49,210.4,0.094,3.01,23.7,16.9,4.2,0.014,6.3,1438.0,0.084,429.0,0.3794,0.3794,12
Settimo San Pietro,2022,6882,23.085,102.0,362.0,6.0,42.0,16.0,2740,179,2919,0.05,15.7,0.024,3.55,,,7.0,0.006,6.1,412.0,0.066,298.1,0.8129,0.4386,4
Settimo San Pietro,2023,6913,23.085,112.0,311.0,6.0,38.0,14.0,2821,217,3038,0.04,13.5,0.022,2.78,-14.1,-9.5,6.3,0.005,7.1,499.0,0.078,299.5,0.6645,0.329,6
Settimo San Pietro,2024,6963,23.085,156.0,477.0,10.0,54.0,22.0,2821,217,3038,0.07,20.7,0.024,3.06,53.4,42.1,5.4,0.008,7.1,499.0,0.079,301.6,0.4216,0.4216,12
Settimo San Pietro,2025,6971,23.085,328.0,1358.0,12.0,63.0,26.0,2821,217,3038,0.19,58.8,0.059,4.14,184.7,16.7,5.3,0.009,7.1,499.0,0.081,302.0,0.381,0.381,12
Seui,2025,1150,147.781,13.0,43.0,5.0,28.0,9.0,612,826,1438,0.04,0.3,0.004,3.31,,16.7,5.6,0.024,57.4,1900.0,1.676,7.8,0.9167,,1
Seulo,2023,782,59.068,371.0,751.0,6.0,56.0,28.0,443,321,764,0.96,12.7,0.037,2.02,,12.0,9.3,0.072,42.0,738.0,1.016,13.2,0.5299,0.3732,9
Seulo,2024,774,59.068,888.0,1557.0,12.0,84.0,39.0,443,321,764,2.01,26.4,0.051,1.75,107.3,50.0,7.0,0.109,42.0,738.0,1.062,13.1,0.4267,0.3121,10
Seulo,2025,765,59.068,739.0,1626.0,16.0,97.0,46.0,443,321,764,2.13,27.5,0.046,2.2,4.4,15.5,6.1,0.127,42.0,738.0,1.092,13.0,0.4733,0.368,10
Siamaggiore,2022,884,13.132,685.0,2100.0,6.0,57.0,25.0,383,97,480,2.38,159.9,0.101,3.07,,,9.5,0.064,20.2,223.0,0.317,67.3,0.7545,0.2635,4
Siamaggiore,2023,870,13.132,832.0,2953.0,7.0,61.0,27.0,388,96,484,3.39,224.9,0.133,3.55,40.6,7.0,8.7,0.07,19.8,221.0,0.324,66.3,0.5981,0.4642,9
Siamaggiore,2024,866,13.132,1002.0,3293.0,8.0,50.0,22.0,388,96,484,3.8,250.8,0.18,3.29,11.5,-18.0,6.3,0.058,19.8,221.0,0.313,65.9,0.6621,0.4208,7
Siamaggiore,2025,861,13.132,497.0,1827.0,10.0,56.0,25.0,388,96,484,2.12,139.1,0.089,3.68,-44.5,12.0,5.6,0.065,19.8,221.0,0.321,65.6,0.6221,0.4961,9
Siamanna,2023,766,28.345,44.0,227.0,3.0,20.0,9.0,329,136,465,0.3,8.0,0.031,5.16,,0.0,6.7,0.026,29.2,313.0,0.434,27.0,0.9167,,1
Siamanna,2024,752,28.345,43.0,218.0,3.0,17.0,7.0,329,136,465,0.29,7.7,0.035,5.07,-4.0,-15.0,5.7,0.023,29.2,313.0,0.439,26.5,0.8363,,2
Siamanna,2025,751,28.345,61.0,219.0,3.0,17.0,7.0,329,136,465,0.29,7.7,0.035,3.59,0.5,0.0,5.7,0.023,29.2,313.0,0.439,26.5,0.6858,0.2459,5
Siddi,2024,559,11.187,23.0,25.0,2.0,10.0,5.0,252,190,442,0.04,2.2,0.007,1.09,,66.7,5.0,0.018,43.0,437.0,0.8,50.0,0.8636,,2
Silanus,2025,1921,48.151,25.0,86.0,3.0,18.0,6.0,809,487,1296,0.04,1.8,0.013,3.44,377.8,0.0,6.0,0.009,37.6,1120.0,0.592,39.9,0.7523,0.0094,3
Siliqua,2023,3565,189.783,114.0,267.0,2.0,18.0,9.0,1542,328,1870,0.07,1.4,0.041,2.34,,-35.7,9.0,0.005,17.5,754.0,0.217,18.8,0.7278,0.3468,5
Siliqua,2024,3529,189.783,126.0,289.0,2.0,19.0,2.0,1542,328,1870,0.08,1.5,0.042,2.29,8.2,5.6,9.5,0.005,17.5,754.0,0.219,18.6,0.5713,0.357,8
Siliqua,2025,3489,189.783,148.0,359.0,5.0,33.0,7.0,1542,328,1870,0.1,1.9,0.03,2.43,24.2,73.7,6.6,0.009,17.5,754.0,0.226,18.4,0.5123,0.2685,8
Silius,2024,1015,38.347,10.0,71.0,1.0,2.0,1.0,412,197,609,0.07,1.9,0.097,7.1,,0.0,2.0,0.002,32.3,453.0,0.448,26.5,0.9167,,1
Silius,2025,1009,38.347,46.0,83.0,1.0,2.0,1.0,412,197,609,0.08,2.2,0.114,1.8,16.9,0.0,2.0,0.002,32.3,453.0,0.451,26.3,0.7428,0.2283,4
Simaxis,2022,2146,27.735,211.0,729.0,8.0,48.0,22.0,925,229,1154,0.34,26.3,0.042,3.45,,,6.0,0.022,19.8,527.0,0.268,77.4,0.7962,0.1849,3
Simaxis,2023,2136,27.735,220.0,750.0,8.0,47.0,21.0,920,251,1171,0.35,27.0,0.044,3.41,2.9,-2.1,5.9,0.022,21.4,577.0,0.292,77.0,0.6581,0.4871,8
Simaxis,2024,2100,27.735,221.0,683.0,8.0,33.0,14.0,920,251,1171,0.33,24.6,0.057,3.09,-8.9,-29.8,4.1,0.016,21.4,577.0,0.291,75.7,0.613,0.3366,7
Simaxis,2025,2136,27.735,226.0,744.0,13.0,52.0,22.0,920,251,1171,0.35,26.8,0.039,3.29,8.9,57.6,4.0,0.024,21.4,577.0,0.295,77.0,0.517,0.4204,10
Sindia,2023,1586,58.819,17.0,123.0,3.0,35.0,13.0,716,506,1222,0.08,2.1,0.01,7.24,,20.7,11.7,0.022,41.4,1164.0,0.756,27.0,0.9167,,1
Sindia,2025,1583,58.819,85.0,490.0,6.0,65.0,17.0,716,506,1222,0.31,8.3,0.021,5.76,,0.0,10.8,0.041,41.4,1164.0,0.776,26.9,0.6491,0.4736,8
Sini,2023,441,8.852,45.0,50.0,2.0,15.0,6.0,216,216,432,0.11,5.6,0.009,1.11,,-28.6,7.5,0.034,50.0,497.0,1.161,49.8,0.7833,0.1333,3
Sini,2024,494,8.852,37.0,45.0,1.0,7.0,3.0,216,216,432,0.09,5.1,0.018,1.22,-10.0,-53.3,7.0,0.014,50.0,497.0,1.02,55.8,0.9167,,1
Sini,2025,469,8.852,69.0,78.0,3.0,14.0,7.0,216,216,432,0.17,8.8,0.015,1.13,73.3,100.0,4.7,0.03,50.0,497.0,1.089,53.0,0.5807,0.2812,7
Siniscola,2022,11245,196.825,25745.0,165565.0,280.0,3759.0,1517.0,5335,3988,9323,14.72,841.2,0.121,6.43,,,13.4,0.334,42.8,9172.0,1.15,57.1,0.6988,0.6988,12
Siniscola,2023,11194,196.825,31175.0,194691.0,377.0,4237.0,1728.0,5393,4195,9588,17.39,989.2,0.126,6.25,17.6,12.7,11.2,0.379,43.8,9649.0,1.24,56.9,0.6989,0.6989,12
Siniscola,2024,11189,196.825,23879.0,127394.0,570.0,5135.0,2108.0,5393,4195,9588,11.39,647.2,0.068,5.33,-34.6,21.2,9.0,0.459,43.8,9649.0,1.321,56.8,0.6598,0.6598,12
Siniscola,2025,11146,196.825,44720.0,250658.0,1001.0,7102.0,3100.0,5393,4195,9588,22.49,1273.5,0.097,5.61,96.8,38.3,7.1,0.637,43.8,9649.0,1.503,56.6,0.6691,0.6691,12
Sinnai,2022,17323,224.089,5216.0,26443.0,135.0,1128.0,478.0,6917,2339,9256,1.53,118.0,0.064,5.07,,,8.4,0.065,25.3,5380.0,0.376,77.3,0.6554,0.6554,12
Sinnai,2023,17227,224.089,5806.0,28223.0,164.0,1136.0,485.0,7094,2404,9498,1.64,125.9,0.068,4.86,6.7,0.7,6.9,0.066,25.3,5529.0,0.387,76.9,0.6364,0.6364,12
Sinnai,2024,17279,224.089,6808.0,33624.0,241.0,1697.0,726.0,7094,2404,9498,1.95,150.0,0.054,4.94,19.1,49.4,7.0,0.098,25.3,5529.0,0.418,77.1,0.6075,0.6075,12
Sinnai,2025,17360,224.089,9977.0,52118.0,351.0,2285.0,1007.0,7094,2404,9498,3.0,232.6,0.062,5.22,55.0,34.6,6.5,0.132,25.3,5529.0,0.45,77.5,0.5833,0.5833,12
Siurgus Donigala,2023,1824,76.12,109.0,268.0,2.0,20.0,9.0,817,452,1269,0.15,3.5,0.037,2.46,,0.0,10.0,0.011,35.6,1040.0,0.581,24.0,0.567,0.3506,8
Siurgus Donigala,2024,1834,76.12,129.0,197.0,1.0,6.0,2.0,817,452,1269,0.11,2.6,0.09,1.53,-26.5,-70.0,6.0,0.003,35.6,1040.0,0.57,24.1,0.752,0.5041,6
Siurgus Donigala,2025,1822,76.12,113.0,196.0,1.0,6.0,2.0,817,452,1269,0.11,2.6,0.089,1.73,-0.5,0.0,6.0,0.003,35.6,1040.0,0.574,23.9,0.6157,0.2314,6
Solarussa,2022,2291,31.765,367.0,896.0,6.0,42.0,17.0,1016,307,1323,0.39,28.2,0.058,2.44,,,7.0,0.018,23.2,706.0,0.327,72.1,0.9167,,1
Solarussa,2023,2283,31.765,560.0,1280.0,7.0,44.0,20.0,1016,331,1347,0.56,40.3,0.08,2.29,42.9,4.8,6.3,0.019,24.6,761.0,0.353,71.9,0.4571,0.3485,10
Solarussa,2024,2253,31.765,622.0,1856.0,8.0,46.0,21.0,1016,331,1347,0.82,58.4,0.111,2.98,45.0,4.5,5.8,0.02,24.6,761.0,0.358,70.9,0.4403,0.3894,11
Solarussa,2025,2215,31.765,687.0,2104.0,11.0,63.0,29.0,1016,331,1347,0.95,66.2,0.091,3.06,13.4,37.0,5.7,0.028,24.6,761.0,0.372,69.7,0.5759,0.5373,11
Soleminis,2023,1869,12.875,147.0,458.0,5.0,14.0,7.0,743,82,825,0.25,35.6,0.09,3.12,,40.0,2.8,0.007,9.9,189.0,0.108,145.2,0.6076,0.2153,6
Soleminis,2024,1873,12.875,102.0,376.0,7.0,44.0,7.0,743,82,825,0.2,29.2,0.023,3.69,-17.9,214.3,6.3,0.023,9.9,189.0,0.124,145.5,0.5446,0.3169,8
Soleminis,2025,1881,12.875,317.0,1130.0,10.0,57.0,11.0,743,82,825,0.6,87.8,0.054,3.56,200.5,29.5,5.7,0.03,9.9,189.0,0.131,146.1,0.5759,0.4345,9
Sorgono,2022,1529,55.987,575.0,927.0,14.0,90.0,52.0,693,491,1184,0.61,16.6,0.028,1.61,,,6.4,0.059,41.5,1129.0,0.797,27.3,0.4526,0.4526,12
Sorgono,2023,1491,55.987,570.0,998.0,13.0,87.0,51.0,682,500,1182,0.67,17.8,0.031,1.75,7.7,-3.3,6.7,0.058,42.3,1150.0,0.83,26.6,0.3517,0.3517,12
Sorgono,2024,1462,55.987,363.0,665.0,13.0,79.0,41.0,682,500,1182,0.45,11.9,0.023,1.83,-33.4,-9.2,6.1,0.054,42.3,1150.0,0.841,26.1,0.2836,0.2836,12
Sorgono,2025,1443,55.987,693.0,1388.0,16.0,91.0,47.0,682,500,1182,0.96,24.8,0.042,2.0,108.7,15.2,5.7,0.063,42.3,1150.0,0.86,25.8,0.2855,0.2855,12
Sorradile,2024,334,26.483,39.0,118.0,3.0,42.0,15.0,192,250,442,0.35,4.5,0.008,3.03,,200.0,14.0,0.126,56.6,575.0,1.847,12.6,0.863,,2
Sorradile,2025,331,26.483,47.0,613.0,3.0,25.0,10.0,192,250,442,1.85,23.1,0.067,13.04,419.5,-40.5,8.3,0.076,56.6,575.0,1.813,12.5,0.75,0.25,4
Sorso,2022,14501,67.006,24680.0,130608.0,111.0,4386.0,1691.0,6314,3520,9834,9.01,1949.2,0.082,5.29,,,39.5,0.302,35.8,8096.0,0.861,216.4,0.6684,0.6382,11
Sorso,2023,14434,67.006,13749.0,67350.0,158.0,4609.0,1753.0,6506,3352,9858,4.67,1005.1,0.04,4.9,-48.4,5.1,29.2,0.319,34.0,7710.0,0.853,215.4,0.6644,0.6644,12
Sorso,2024,14374,67.006,16139.0,84364.0,237.0,3652.0,1488.0,6506,3352,9858,5.87,1259.1,0.063,5.23,25.3,-20.8,15.4,0.254,34.0,7710.0,0.79,214.5,0.6483,0.6483,12
Sorso,2025,14474,67.006,21204.0,105464.0,340.0,5307.0,2211.0,6506,3352,9858,7.29,1573.9,0.054,4.97,25.0,45.3,15.6,0.367,34.0,7710.0,0.899,216.0,0.646,0.646,12
Stintino,2022,1538,59.093,58623.0,319478.0,314.0,6707.0,2077.0,901,4238,5139,207.72,5406.4,0.131,5.45,,,21.4,4.361,82.5,9747.0,10.699,26.0,0.6768,0.6768,12
Stintino,2023,1535,59.093,60411.0,325170.0,396.0,7266.0,2209.0,923,4237,5160,211.84,5502.7,0.123,5.38,1.8,8.3,18.3,4.734,82.1,9745.0,11.082,26.0,0.6803,0.6803,12
Stintino,2024,1529,59.093,64683.0,324716.0,597.0,8407.0,2816.0,923,4237,5160,212.37,5495.0,0.106,5.02,-0.1,15.7,14.1,5.498,82.1,9745.0,11.872,25.9,0.656,0.656,12
Stintino,2025,1537,59.093,76675.0,384336.0,804.0,10007.0,3418.0,923,4237,5160,250.06,6503.9,0.105,5.01,18.4,19.0,12.4,6.511,82.1,9745.0,12.851,26.0,0.6593,0.6593,12
Suni,2022,994,47.301,233.0,798.0,12.0,74.0,38.0,489,349,838,0.8,16.9,0.03,3.42,,,6.2,0.074,41.6,803.0,0.882,21.0,0.7909,0.4982,5
Suni,2023,977,47.301,265.0,855.0,15.0,89.0,45.0,482,360,842,0.88,18.1,0.026,3.23,7.1,20.3,5.9,0.091,42.8,828.0,0.939,20.7,0.7945,0.5889,6
Suni,2024,980,47.301,207.0,796.0,18.0,106.0,58.0,482,360,842,0.81,16.8,0.021,3.85,-6.9,19.1,5.9,0.108,42.8,828.0,0.953,20.7,0.7159,0.5129,7
Suni,2025,985,47.301,295.0,1517.0,18.0,106.0,58.0,482,360,842,1.54,32.1,0.039,5.14,90.6,0.0,5.9,0.108,42.8,828.0,0.948,20.8,0.6594,0.4891,8
Talana,2023,955,118.701,123.0,583.0,4.0,36.0,18.0,486,184,670,0.61,4.9,0.044,4.74,,0.0,9.0,0.038,27.5,423.0,0.481,8.0,0.6853,0.3706,6
Talana,2024,957,118.701,107.0,407.0,6.0,56.0,18.0,486,184,670,0.43,3.4,0.02,3.8,-30.2,55.6,9.3,0.059,27.5,423.0,0.501,8.1,0.625,0.25,6
Talana,2025,936,118.701,110.0,321.0,6.0,56.0,18.0,486,184,670,0.34,2.7,0.016,2.92,-21.1,0.0,9.3,0.06,27.5,423.0,0.512,7.9,0.7612,0.2837,4
Telti,2022,2236,83.358,779.0,2017.0,25.0,136.0,55.0,1013,298,1311,0.9,24.2,0.041,2.59,,,5.4,0.061,22.7,685.0,0.367,26.8,0.6693,0.5039,8
Telti,2023,2231,83.358,665.0,2316.0,36.0,188.0,66.0,1005,344,1349,1.04,27.8,0.034,3.48,14.8,38.2,5.2,0.084,25.5,791.0,0.439,26.8,0.6938,0.5408,8
Telti,2024,2217,83.358,1001.0,4008.0,45.0,260.0,92.0,1005,344,1349,1.81,48.1,0.042,4.0,73.1,38.3,5.8,0.117,25.5,791.0,0.474,26.6,0.6681,0.6018,10
Telti,2025,2248,83.358,1284.0,5943.0,60.0,316.0,118.0,1005,344,1349,2.64,71.3,0.052,4.63,48.3,21.5,5.3,0.141,25.5,791.0,0.493,27.0,0.6755,0.6106,10
Tempio Pausania,2022,13329,210.556,9003.0,25479.0,70.0,718.0,314.0,5685,3261,8946,1.91,121.0,0.097,2.83,,,10.3,0.054,36.5,7500.0,0.617,63.3,0.5241,0.5241,12
Tempio Pausania,2023,13238,210.556,15356.0,38388.0,81.0,1016.0,409.0,5691,3303,8994,2.9,182.3,0.104,2.5,50.7,41.5,12.5,0.077,36.7,7597.0,0.651,62.9,0.4764,0.4764,12
Tempio Pausania,2024,13133,210.556,15589.0,37944.0,123.0,1219.0,532.0,5691,3303,8994,2.89,180.2,0.085,2.43,-1.2,20.0,9.9,0.093,36.7,7597.0,0.671,62.4,0.4664,0.4664,12
Tempio Pausania,2025,13036,210.556,15638.0,40323.0,182.0,1439.0,623.0,5691,3303,8994,3.09,191.5,0.077,2.58,6.3,18.0,7.9,0.11,36.7,7597.0,0.693,61.9,0.4639,0.4639,12
Tergu,2022,606,36.725,855.0,3558.0,10.0,225.0,109.0,292,137,429,5.87,96.9,0.043,4.16,,,22.5,0.371,31.9,315.0,0.891,16.5,0.6928,0.2627,5
Tergu,2023,607,36.725,1685.0,9050.0,14.0,240.0,113.0,294,147,441,14.91,246.4,0.103,5.37,154.4,6.7,17.1,0.395,33.3,338.0,0.952,16.5,0.6748,0.5122,8
Tergu,2024,608,36.725,2471.0,12296.0,22.0,308.0,138.0,294,147,441,20.22,334.8,0.109,4.98,35.9,28.3,14.0,0.507,33.3,338.0,1.063,16.6,0.6438,0.4657,8
Tergu,2025,607,36.725,2130.0,9464.0,36.0,374.0,161.0,294,147,441,15.59,257.7,0.069,4.44,-23.0,21.4,10.4,0.616,33.3,338.0,1.173,16.5,0.6529,0.405,7
Terralba,2022,9792,49.734,822.0,2313.0,19.0,102.0,58.0,4056,1590,5646,0.24,46.5,0.062,2.81,,,5.4,0.01,28.2,3657.0,0.384,196.9,0.5993,0.5629,11
Terralba,2023,9734,49.734,1604.0,3589.0,26.0,126.0,64.0,4094,1591,5685,0.37,72.2,0.078,2.24,55.2,23.5,4.8,0.013,28.0,3659.0,0.389,195.7,0.2179,0.2179,12
Terralba,2024,9633,49.734,1821.0,4215.0,36.0,175.0,81.0,4094,1591,5685,0.44,84.8,0.066,2.31,17.4,38.9,4.9,0.018,28.0,3659.0,0.398,193.7,0.3759,0.3759,12
Terralba,2025,9635,49.734,2222.0,5777.0,45.0,215.0,100.0,4094,1591,5685,0.6,116.2,0.074,2.6,37.1,22.9,4.8,0.022,28.0,3659.0,0.402,193.7,0.3762,0.3762,12
Tertenia,2022,3855,117.726,6327.0,28988.0,108.0,836.0,401.0,1912,1638,3550,7.52,246.2,0.095,4.58,,,7.7,0.217,46.1,3767.0,1.194,32.7,0.6671,0.6005,10
Tertenia,2023,3867,117.726,8213.0,45254.0,165.0,1142.0,533.0,1952,1662,3614,11.7,384.4,0.109,5.51,56.1,36.6,6.9,0.295,46.0,3823.0,1.284,32.8,0.6563,0.6563,12
Tertenia,2024,3862,117.726,9960.0,59920.0,300.0,1848.0,845.0,1952,1662,3614,15.52,509.0,0.089,6.02,32.4,61.8,6.2,0.479,46.0,3823.0,1.468,32.8,0.6168,0.5401,10
Tertenia,2025,3840,117.726,11697.0,75046.0,383.0,2318.0,1070.0,1952,1662,3614,19.54,637.5,0.089,6.42,25.2,25.4,6.1,0.604,46.0,3823.0,1.599,32.6,0.6016,0.6016,12
Teti,2024,588,44.134,56.0,338.0,3.0,28.0,20.0,295,162,457,0.57,7.7,0.033,6.04,221.9,-50.0,9.3,0.048,35.4,373.0,0.681,13.3,0.6791,0.2298,5
Teti,2025,568,44.134,44.0,93.0,4.0,35.0,23.0,295,162,457,0.16,2.1,0.007,2.11,-72.5,25.0,8.8,0.062,35.4,373.0,0.718,12.9,0.8648,,2
Teulada,2022,3300,246.566,9891.0,36614.0,139.0,1030.0,427.0,1601,1525,3126,11.1,148.5,0.097,3.7,,,7.4,0.312,48.8,3508.0,1.375,13.4,0.6597,0.6597,12
Teulada,2023,3256,246.566,9541.0,40577.0,186.0,1180.0,427.0,1615,1564,3179,12.46,164.6,0.094,4.25,10.8,14.6,6.3,0.362,49.2,3597.0,1.467,13.2,0.6519,0.6519,12
Teulada,2024,3220,246.566,11583.0,49601.0,260.0,1554.0,631.0,1615,1564,3179,15.4,201.2,0.087,4.28,22.2,31.7,6.0,0.483,49.2,3597.0,1.6,13.1,0.636,0.636,12
Teulada,2025,3194,246.566,14538.0,63775.0,331.0,2658.0,1056.0,1615,1564,3179,19.97,258.7,0.066,4.39,28.6,71.0,8.0,0.832,49.2,3597.0,1.958,13.0,0.65,0.65,12
Thiesi,2022,2814,63.114,1211.0,2770.0,6.0,52.0,25.0,1237,624,1861,0.98,43.9,0.146,2.29,,,8.7,0.018,33.5,1435.0,0.529,44.6,0.787,0.3609,4
Thiesi,2023,2777,63.114,983.0,1854.0,7.0,56.0,26.0,1208,667,1875,0.67,29.4,0.091,1.89,-33.1,7.7,8.0,0.02,35.6,1534.0,0.573,44.0,0.1797,0.1797,12
Thiesi,2024,2715,63.114,938.0,2161.0,6.0,59.0,27.0,1208,667,1875,0.8,34.2,0.1,2.3,16.6,5.4,9.8,0.022,35.6,1534.0,0.587,43.0,0.2821,0.2821,12
Thiesi,2025,2662,63.114,895.0,1992.0,6.0,59.0,27.0,1208,667,1875,0.75,31.6,0.093,2.23,-7.8,0.0,9.8,0.022,35.6,1534.0,0.598,42.2,0.2492,0.2492,12
Tinnura,2024,248,3.827,23.0,117.0,2.0,8.0,5.0,116,91,207,0.47,30.6,0.04,5.09,,,4.0,0.032,44.0,209.0,0.876,64.8,0.8631,,2
Tinnura,2025,246,3.827,102.0,317.0,3.0,13.0,8.0,116,91,207,1.29,82.8,0.067,3.11,170.9,62.5,4.3,0.053,44.0,209.0,0.904,64.3,0.7085,0.3004,5
Tissi,2023,2339,10.22,24.0,78.0,4.0,12.0,3.0,1020,114,1134,0.03,7.6,0.018,3.25,,100.0,3.0,0.005,10.1,262.0,0.117,228.9,0.846,,2
Tissi,2024,2342,10.22,100.0,395.0,5.0,18.0,8.0,1020,114,1134,0.17,38.6,0.06,3.95,406.4,50.0,3.6,0.008,10.1,262.0,0.12,229.2,0.7466,0.3918,5
Tissi,2025,2347,10.22,247.0,598.0,5.0,18.0,8.0,1020,114,1134,0.25,58.5,0.091,2.42,51.4,0.0,3.6,0.008,10.1,262.0,0.119,229.6,0.6915,0.4712,7
Tonara,2022,1812,52.217,841.0,1165.0,10.0,316.0,117.0,868,770,1638,0.64,22.3,0.01,1.39,,,31.6,0.174,47.0,1771.0,1.152,34.7,0.4009,0.4009,12
Tonara,2023,1755,52.217,707.0,1015.0,11.0,326.0,122.0,868,792,1660,0.58,19.4,0.009,1.44,-12.9,3.2,29.6,0.186,47.7,1822.0,1.224,33.6,0.3611,0.2333,10
Tonara,2024,1757,52.217,511.0,793.0,10.0,298.0,98.0,868,792,1660,0.45,15.2,0.007,1.55,-21.9,-8.6,29.8,0.17,47.7,1822.0,1.206,33.6,0.4733,0.368,10
Tonara,2025,1768,52.217,791.0,1358.0,12.0,319.0,105.0,868,792,1660,0.77,26.0,0.012,1.72,71.2,7.0,26.6,0.18,47.7,1822.0,1.211,33.9,0.3834,0.3834,12
Torpè,2022,2720,92.36,500.0,2107.0,31.0,226.0,109.0,1257,671,1928,0.77,22.8,0.026,4.21,,,7.3,0.083,34.8,1543.0,0.65,29.4,0.7826,0.6273,7
Torpè,2023,2705,92.36,658.0,2979.0,36.0,234.0,116.0,1263,732,1995,1.1,32.3,0.035,4.53,41.4,3.5,6.5,0.087,36.7,1684.0,0.709,29.3,0.7395,0.6093,8
