comune,anno,mese,densita_turistica,densita_turistica_norm,intensita_turistica_presenze,intensita_turistica_norm,densita_ricettiva,densita_ricettiva_norm,utilizzazione_lorda_pct,utilizzazione_lorda_norm,indice_overtourism,n_indicatori_disponibili,Unnamed: 0,codice_istat,nome_comune,codice_istat_str,infrastrutture,natura,ristorazione,servizi,turismo,com_istat_code,area_km2,area_km2_reg,turismo_density,turismo_log_density,natura_density,natura_log_density,ristorazione_density,ristorazione_log_density,servizi_density,servizi_log_density,infrastrutture_density,infrastrutture_log_density,turismo_density_norm,natura_density_norm,ristorazione_density_norm,servizi_density_norm,infrastrutture_density_norm,indice_attrattivita_assoluto,indice_attrattivita_og,indice_attrattivita_log,indice_attrattivita_assoluto_norm,indice_attrattivita_log_norm,classe_attrattivita,indice_attrattivita,gem_score,gem_score_normalized,quadrante,etichetta,icona,eleggibile_gemma,gem_rank,gem_tier,descrizione_breve
Cagliari,2023,11,437.69,0.2559,0.2506,0.0083,129.99,0.6347,21.45,0.7242,0.1768,4.0,288,118006,Cagliari,118006.0,351,267,566,268,327,118006,84.91557087384986,128.30743478744768,2.548566266184837,1.2665436532300764,2.0809394283527567,1.125234559685072,4.411279836882623,1.6884856336202747,2.0887332089832915,1.1277610421208129,2.735617001317669,1.3179129994042398,100.0,100.0,100.0,100.0,100.0,100.0,0.0,4.61512051684126,100.0,100.0,5,1.0,0.8231999999999999,94.89337175792507,Q2,Destinazione Popolare,🏖️,True,11,Top Gem,🔍 Scoperta rara — territorio in fase di sviluppo
Cagliari,2025,1,418.33,0.2446,0.2422,0.008,202.73,0.9898,17.88,0.6036,0.1849,4.0,288,118006,Cagliari,118006.0,351,267,566,268,327,118006,84.91557087384986,128.30743478744768,2.548566266184837,1.2665436532300764,2.0809394283527567,1.125234559685072,4.411279836882623,1.6884856336202747,2.0887332089832915,1.1277610421208129,2.735617001317669,1.3179129994042398,100.0,100.0,100.0,100.0,100.0,100.0,0.0,4.61512051684126,100.0,100.0,5,1.0,0.8150999999999999,93.95965417867434,Q2,Destinazione Popolare,🏖️,True,12,Top Gem,🔍 Scoperta rara — territorio in fase di sviluppo
Cagliari,2024,12,457.61,0.2675,0.2636,0.0087,173.25,0.8459,17.96,0.6063,0.1859,4.0,288,118006,Cagliari,118006.0,351,267,566,268,327,118006,84.91557087384986,128.30743478744768,2.548566266184837,1.2665436532300764,2.0809394283527567,1.125234559685072,4.411279836882623,1.6884856336202747,2.0887332089832915,1.1277610421208129,2.735617001317669,1.3179129994042398,100.0,100.0,100.0,100.0,100.0,100.0,0.0,4.61512051684126,100.0,100.0,5,1.0,0.8141,93.84438040345823,Q2,Destinazione Popolare,🏖️,True,13,Top Gem,🔍 Scoperta rara — territorio in fase di sviluppo
Cagliari,2024,11,481.83,0.2817,0.2776,0.0091,173.25,0.8459,17.96,0.6063,0.1904,4.0,288,118006,Cagliari,118006.0,351,267,566,268,327,118006,84.91557087384986,128.30743478744768,2.548566266184837,1.2665436532300764,2.0809394283527567,1.125234559685072,4.411279836882623,1.6884856336202747,2.0887332089832915,1.1277610421208129,2.735617001317669,1.3179129994042398,100.0,100.0,100.0,100.0,100.0,100.0,0.0,4.61512051684126,100.0,100.0,5,1.0,0.8096,93.3256484149856,Q2,Destinazione Popolare,🏖️,True,14,Top Gem,🔍 Scoperta rara — territorio in fase di sviluppo
Cagliari,2024,3,498.87,0.2917,0.2874,0.0095,173.25,0.8459,17.96,0.6063,0.1942,4.0,288,118006,Cagliari,118006.0,351,267,566,268,327,118006,84.91557087384986,128.30743478744768,2.548566266184837,1.2665436532300764,2.0809394283527567,1.125234559685072,4.411279836882623,1.6884856336202747,2.0887332089832915,1.1277610421208129,2.735617001317669,1.3179129994042398,100.0,100.0,100.0,100.0,100.0,100.0,0.0,4.61512051684126,100.0,100.0,5,1.0,0.8058,92.88760806916426,Q2,Destinazione Popolare,🏖️,True,15,Top Gem,🔍 Scoperta rara — territorio in fase di sviluppo
Cagliari,2023,3,535.59,0.3131,0.3067,0.0101,129.99,0.6347,21.45,0.7242,0.1953,4.0,288,118006,Cagliari,118006.0,351,267,566,268,327,118006,84.91557087384986,128.30743478744768,2.548566266184837,1.2665436532300764,2.0809394283527567,1.125234559685072,4.411279836882623,1.6884856336202747,2.0887332089832915,1.1277610421208129,2.735617001317669,1.3179129994042398,100.0,100.0,100.0,100.0,100.0,100.0,0.0,4.61512051684126,100.0,100.0,5,1.0,0.8047,92.76080691642652,Q2,Destinazione Popolare,🏖️,True,16,Top Gem,🔍 Scoperta rara — territorio in fase di sviluppo
Cagliari,2025,2,470.79,0.2752,0.2725,0.009,202.73,0.9898,17.88,0.6036,0.1961,4.0,288,118006,Cagliari,118006.0,351,267,566,268,327,118006,84.91557087384986,128.30743478744768,2.548566266184837,1.2665436532300764,2.0809394283527567,1.125234559685072,4.411279836882623,1.6884856336202747,2.0887332089832915,1.1277610421208129,2.735617001317669,1.3179129994042398,100.0,100.0,100.0,100.0,100.0,100.0,0.0,4.61512051684126,100.0,100.0,5,1.0,0.8039000000000001,92.66858789625361,Q2,Destinazione Popolare,🏖️,True,17,Top Gem,🔍 Scoperta rara — territorio in fase di sviluppo
Cagliari,2022,4,654.18,0.3825,0.3726,0.0123,123.84,0.6046,20.1,0.6786,0.2096,4.0,288,118006,Cagliari,118006.0,351,267,566,268,327,118006,84.91557087384986,128.30743478744768,2.548566266184837,1.2665436532300764,2.0809394283527567,1.125234559685072,4.411279836882623,1.6884856336202747,2.0887332089832915,1.1277610421208129,2.735617001317669,1.3179129994042398,100.0,100.0,100.0,100.0,100.0,100.0,0.0,4.61512051684126,100.0,100.0,5,1.0,0.7904,91.11239193083574,Q2,Destinazione Popolare,🏖️,True,18,Top Gem,🔍 Scoperta rara — territorio in fase di sviluppo
Cagliari,2025,11,548.62,0.3207,0.3176,0.0105,202.73,0.9898,17.88,0.6036,0.2118,4.0,288,118006,Cagliari,118006.0,351,267,566,268,327,118006,84.91557087384986,128.30743478744768,2.548566266184837,1.2665436532300764,2.0809394283527567,1.125234559685072,4.411279836882623,1.6884856336202747,2.0887332089832915,1.1277610421208129,2.735617001317669,1.3179129994042398,100.0,100.0,100.0,100.0,100.0,100.0,0.0,4.61512051684126,100.0,100.0,5,1.0,0.7882,90.85878962536023,Q2,Destinazione Popolare,🏖️,True,19,Top Gem,🔍 Scoperta rara — territorio in fase di sviluppo
Cagliari,2025,12,559.82,0.3273,0.3241,0.0107,202.73,0.9898,17.88,0.6036,0.2139,4.0,288,118006,Cagliari,118006.0,351,267,566,268,327,118006,84.91557087384986,128.30743478744768,2.548566266184837,1.2665436532300764,2.0809394283527567,1.125234559685072,4.411279836882623,1.6884856336202747,2.0887332089832915,1.1277610421208129,2.735617001317669,1.3179129994042398,100.0,100.0,100.0,100.0,100.0,100.0,0.0,4.61512051684126,100.0,100.0,5,1.0,0.7861,90.61671469740635,Q2,Destinazione Popolare,🏖️,True,20,Top Gem,🔍 Scoperta rara — territorio in fase di sviluppo
Cagliari,2025,3,586.51,0.3429,0.3395,0.0112,202.73,0.9898,17.88,0.6036,0.2189,4.0,288,118006,Cagliari,118006.0,351,267,566,268,327,118006,84.91557087384986,128.30743478744768,2.548566266184837,1.2665436532300764,2.0809394283527567,1.125234559685072,4.411279836882623,1.6884856336202747,2.0887332089832915,1.1277610421208129,2.735617001317669,1.3179129994042398,100.0,100.0,100.0,100.0,100.0,100.0,0.0,4.61512051684126,100.0,100.0,5,1.0,0.7811,90.04034582132564,Q2,Destinazione Popolare,🏖️,True,21,Top Gem,🔍 Scoperta rara — territorio in fase di sviluppo
Cagliari,2023,4,791.23,0.4626,0.4531,0.0149,129.99,0.6347,21.45,0.7242,0.2372,4.0,288,118006,Cagliari,118006.0,351,267,566,268,327,118006,84.91557087384986,128.30743478744768,2.548566266184837,1.2665436532300764,2.0809394283527567,1.125234559685072,4.411279836882623,1.6884856336202747,2.0887332089832915,1.1277610421208129,2.735617001317669,1.3179129994042398,100.0,100.0,100.0,100.0,100.0,100.0,0.0,4.61512051684126,100.0,100.0,5,1.0,0.7628,87.93083573487033,Q2,Destinazione Popolare,🏖️,True,22,Ottima Scelta,🔍 Scoperta rara — territorio in fase di sviluppo
Cagliari,2022,10,860.74,0.5032,0.4902,0.0161,123.84,0.6046,20.1,0.6786,0.2401,4.0,288,118006,Cagliari,118006.0,351,267,566,268,327,118006,84.91557087384986,128.30743478744768,2.548566266184837,1.2665436532300764,2.0809394283527567,1.125234559685072,4.411279836882623,1.6884856336202747,2.0887332089832915,1.1277610421208129,2.735617001317669,1.3179129994042398,100.0,100.0,100.0,100.0,100.0,100.0,0.0,4.61512051684126,100.0,100.0,5,1.0,0.7599,87.59654178674351,Q2,Destinazione Popolare,🏖️,True,23,Ottima Scelta,🔍 Scoperta rara — territorio in fase di sviluppo
Cagliari,2022,5,890.52,0.5206,0.5072,0.0167,123.84,0.6046,20.1,0.6786,0.2444,4.0,288,118006,Cagliari,118006.0,351,267,566,268,327,118006,84.91557087384986,128.30743478744768,2.548566266184837,1.2665436532300764,2.0809394283527567,1.125234559685072,4.411279836882623,1.6884856336202747,2.0887332089832915,1.1277610421208129,2.735617001317669,1.3179129994042398,100.0,100.0,100.0,100.0,100.0,100.0,0.0,4.61512051684126,100.0,100.0,5,1.0,0.7556,87.10086455331412,Q2,Destinazione Popolare,🏖️,True,24,Ottima Scelta,🔍 Scoperta rara — territorio in fase di sviluppo
Cagliari,2024,4,888.88,0.5197,0.512,0.0169,173.25,0.8459,17.96,0.6063,0.2591,4.0,288,118006,Cagliari,118006.0,351,267,566,268,327,118006,84.91557087384986,128.30743478744768,2.548566266184837,1.2665436532300764,2.0809394283527567,1.125234559685072,4.411279836882623,1.6884856336202747,2.0887332089832915,1.1277610421208129,2.735617001317669,1.3179129994042398,100.0,100.0,100.0,100.0,100.0,100.0,0.0,4.61512051684126,100.0,100.0,5,1.0,0.7409,85.4063400576369,Q2,Destinazione Popolare,🏖️,True,25,Ottima Scelta,🔍 Scoperta rara — territorio in fase di sviluppo
Cagliari,2023,10,955.31,0.5585,0.547,0.018,129.99,0.6347,21.45,0.7242,0.2607,4.0,288,118006,Cagliari,118006.0,351,267,566,268,327,118006,84.91557087384986,128.30743478744768,2.548566266184837,1.2665436532300764,2.0809394283527567,1.125234559685072,4.411279836882623,1.6884856336202747,2.0887332089832915,1.1277610421208129,2.735617001317669,1.3179129994042398,100.0,100.0,100.0,100.0,100.0,100.0,0.0,4.61512051684126,100.0,100.0,5,1.0,0.7393000000000001,85.22190201729109,Q2,Destinazione Popolare,🏖️,True,26,Ottima Scelta,🔍 Scoperta rara — territorio in fase di sviluppo
La Maddalena,2022,1,2.47,0.0014,0.0123,0.0004,103.09,0.5033,14.92,0.5037,0.0194,4.0,77,113012,La Maddalena,113012.0,30,72,69,14,157,113012,52.98135394009157,96.37321785368938,1.629083302358464,0.9666352311942008,0.7470955271962384,0.5579547103646192,0.715966546896395,0.5399765060601236,0.1452685747326019,0.1356391725858254,0.3112898029984327,0.2710112352712371,63.74847774973604,35.90183918941019,16.23035883849882,6.95486499222716,11.379144187526734,33.52721905755987,0.0,3.5417479711635425,33.33027733660101,75.36046370903613,5,0.7536046370903613,0.7389847071308083,85.18555701796062,Q2,Destinazione Popolare,🏖️,True,27,Ottima Scelta,🔍 Scoperta rara — territorio in fase di sviluppo
Cagliari,2022,6,1020.41,0.5966,0.5812,0.0191,123.84,0.6046,20.1,0.6786,0.2615,4.0,288,118006,Cagliari,118006.0,351,267,566,268,327,118006,84.91557087384986,128.30743478744768,2.548566266184837,1.2665436532300764,2.0809394283527567,1.125234559685072,4.411279836882623,1.6884856336202747,2.0887332089832915,1.1277610421208129,2.735617001317669,1.3179129994042398,100.0,100.0,100.0,100.0,100.0,100.0,0.0,4.61512051684126,100.0,100.0,5,1.0,0.7384999999999999,85.12968299711815,Q2,Destinazione Popolare,🏖️,True,28,Ottima Scelta,🔍 Scoperta rara — territorio in fase di sviluppo
Cagliari,2023,5,1002.1,0.5859,0.5738,0.0189,129.99,0.6347,21.45,0.7242,0.2671,4.0,288,118006,Cagliari,118006.0,351,267,566,268,327,118006,84.91557087384986,128.30743478744768,2.548566266184837,1.2665436532300764,2.0809394283527567,1.125234559685072,4.411279836882623,1.6884856336202747,2.0887332089832915,1.1277610421208129,2.735617001317669,1.3179129994042398,100.0,100.0,100.0,100.0,100.0,100.0,0.0,4.61512051684126,100.0,100.0,5,1.0,0.7329,84.48414985590779,Q2,Destinazione Popolare,🏖️,True,29,Ottima Scelta,🔍 Scoperta rara — territorio in fase di sviluppo
La Maddalena,2023,1,6.57,0.0038,0.0328,0.0011,120.1,0.5864,9.49,0.3204,0.0298,4.0,77,113012,La Maddalena,113012.0,30,72,69,14,157,113012,52.98135394009157,96.37321785368938,1.629083302358464,0.9666352311942008,0.7470955271962384,0.5579547103646192,0.715966546896395,0.5399765060601236,0.1452685747326019,0.1356391725858254,0.3112898029984327,0.2710112352712371,63.74847774973604,35.90183918941019,16.23035883849882,6.95486499222716,11.379144187526734,33.52721905755987,0.0,3.5417479711635425,33.33027733660101,75.36046370903613,5,0.7536046370903613,0.7311472189050685,84.28210016196755,Q2,Destinazione Popolare,🏖️,True,30,Ottima Scelta,🔍 Scoperta rara — territorio in fase di sviluppo
La Maddalena,2023,2,7.02,0.0041,0.0351,0.0012,120.1,0.5864,9.49,0.3204,0.031,4.0,77,113012,La Maddalena,113012.0,30,72,69,14,157,113012,52.98135394009157,96.37321785368938,1.629083302358464,0.9666352311942008,0.7470955271962384,0.5579547103646192,0.715966546896395,0.5399765060601236,0.1452685747326019,0.1356391725858254,0.3112898029984327,0.2710112352712371,63.74847774973604,35.90183918941019,16.23035883849882,6.95486499222716,11.379144187526734,33.52721905755987,0.0,3.5417479711635425,33.33027733660101,75.36046370903613,5,0.7536046370903613,0.73024289334056,84.1778551401222,Q2,Destinazione Popolare,🏖️,True,31,Ottima Scelta,🔍 Scoperta rara — territorio in fase di sviluppo
Cagliari,2022,9,1106.21,0.6467,0.63,0.0207,123.84,0.6046,20.1,0.6786,0.2722,4.0,288,118006,Cagliari,118006.0,351,267,566,268,327,118006,84.91557087384986,128.30743478744768,2.548566266184837,1.2665436532300764,2.0809394283527567,1.125234559685072,4.411279836882623,1.6884856336202747,2.0887332089832915,1.1277610421208129,2.735617001317669,1.3179129994042398,100.0,100.0,100.0,100.0,100.0,100.0,0.0,4.61512051684126,100.0,100.0,5,1.0,0.7278,83.89625360230548,Q2,Destinazione Popolare,🏖️,True,32,Ottima Scelta,🔍 Scoperta rara — territorio in fase di sviluppo
La Maddalena,2024,2,7.06,0.0041,0.0353,0.0012,147.93,0.7222,11.88,0.4011,0.0346,4.0,77,113012,La Maddalena,113012.0,30,72,69,14,157,113012,52.98135394009157,96.37321785368938,1.629083302358464,0.9666352311942008,0.7470955271962384,0.5579547103646192,0.715966546896395,0.5399765060601236,0.1452685747326019,0.1356391725858254,0.3112898029984327,0.2710112352712371,63.74847774973604,35.90183918941019,16.23035883849882,6.95486499222716,11.379144187526734,33.52721905755987,0.0,3.5417479711635425,33.33027733660101,75.36046370903613,5,0.7536046370903613,0.7275299166470348,83.86512007458616,Q2,Destinazione Popolare,🏖️,True,33,Ottima Scelta,🔍 Scoperta rara — territorio in fase di sviluppo
La Maddalena,2023,12,9.8,0.0057,0.0489,0.0016,120.1,0.5864,9.49,0.3204,0.0362,4.0,77,113012,La Maddalena,113012.0,30,72,69,14,157,113012,52.98135394009157,96.37321785368938,1.629083302358464,0.9666352311942008,0.7470955271962384,0.5579547103646192,0.715966546896395,0.5399765060601236,0.1452685747326019,0.1356391725858254,0.3112898029984327,0.2710112352712371,63.74847774973604,35.90183918941019,16.23035883849882,6.95486499222716,11.379144187526734,33.52721905755987,0.0,3.5417479711635425,33.33027733660101,75.36046370903613,5,0.7536046370903613,0.7263241492276902,83.72612671212568,Q2,Destinazione Popolare,🏖️,True,34,Ottima Scelta,🔍 Scoperta rara — territorio in fase di sviluppo
La Maddalena,2022,2,8.74,0.0051,0.0433,0.0014,103.09,0.5033,14.92,0.5037,0.0367,4.0,77,113012,La Maddalena,113012.0,30,72,69,14,157,113012,52.98135394009157,96.37321785368938,1.629083302358464,0.9666352311942008,0.7470955271962384,0.5579547103646192,0.715966546896395,0.5399765060601236,0.1452685747326019,0.1356391725858254,0.3112898029984327,0.2710112352712371,63.74847774973604,35.90183918941019,16.23035883849882,6.95486499222716,11.379144187526734,33.52721905755987,0.0,3.5417479711635425,33.33027733660101,75.36046370903613,5,0.7536046370903613,0.7259473469091451,83.68269128635679,Q2,Destinazione Popolare,🏖️,True,35,Ottima Scelta,🔍 Scoperta rara — territorio in fase di sviluppo
La Maddalena,2023,3,11.5,0.0067,0.0574,0.0019,120.1,0.5864,9.49,0.3204,0.0393,4.0,77,113012,La Maddalena,113012.0,30,72,69,14,157,113012,52.98135394009157,96.37321785368938,1.629083302358464,0.9666352311942008,0.7470955271962384,0.5579547103646192,0.715966546896395,0.5399765060601236,0.1452685747326019,0.1356391725858254,0.3112898029984327,0.2710112352712371,63.74847774973604,35.90183918941019,16.23035883849882,6.95486499222716,11.379144187526734,33.52721905755987,0.0,3.5417479711635425,33.33027733660101,75.36046370903613,5,0.7536046370903613,0.72398797485271,83.45682707235851,Q2,Destinazione Popolare,🏖️,True,36,Ottima Scelta,🔍 Scoperta rara — territorio in fase di sviluppo
La Maddalena,2023,11,12.07,0.0071,0.0602,0.002,120.1,0.5864,9.49,0.3204,0.0404,4.0,77,113012,La Maddalena,113012.0,30,72,69,14,157,113012,52.98135394009157,96.37321785368938,1.629083302358464,0.9666352311942008,0.7470955271962384,0.5579547103646192,0.715966546896395,0.5399765060601236,0.1452685747326019,0.1356391725858254,0.3112898029984327,0.2710112352712371,63.74847774973604,35.90183918941019,16.23035883849882,6.95486499222716,11.379144187526734,33.52721905755987,0.0,3.5417479711635425,33.33027733660101,75.36046370903613,5,0.7536046370903613,0.7231590097519107,83.36126913566694,Q2,Destinazione Popolare,🏖️,True,37,Ottima Scelta,🔍 Scoperta rara — territorio in fase di sviluppo
La Maddalena,2022,12,12.33,0.0072,0.0611,0.002,103.09,0.5033,14.92,0.5037,0.0437,4.0,77,113012,La Maddalena,113012.0,30,72,69,14,157,113012,52.98135394009157,96.37321785368938,1.629083302358464,0.9666352311942008,0.7470955271962384,0.5579547103646192,0.715966546896395,0.5399765060601236,0.1452685747326019,0.1356391725858254,0.3112898029984327,0.2710112352712371,63.74847774973604,35.90183918941019,16.23035883849882,6.95486499222716,11.379144187526734,33.52721905755987,0.0,3.5417479711635425,33.33027733660101,75.36046370903613,5,0.7536046370903613,0.7206721144495125,83.07459532559223,Q2,Destinazione Popolare,🏖️,True,38,Ottima Scelta,🔍 Scoperta rara — territorio in fase di sviluppo
La Maddalena,2022,3,12.88,0.0075,0.0638,0.0021,103.09,0.5033,14.92,0.5037,0.0447,4.0,77,113012,La Maddalena,113012.0,30,72,69,14,157,113012,52.98135394009157,96.37321785368938,1.629083302358464,0.9666352311942008,0.7470955271962384,0.5579547103646192,0.715966546896395,0.5399765060601236,0.1452685747326019,0.1356391725858254,0.3112898029984327,0.2710112352712371,63.74847774973604,35.90183918941019,16.23035883849882,6.95486499222716,11.379144187526734,33.52721905755987,0.0,3.5417479711635425,33.33027733660101,75.36046370903613,5,0.7536046370903613,0.7199185098124222,82.98772447405443,Q2,Destinazione Popolare,🏖️,True,39,Ottima Scelta,🔍 Scoperta rara — territorio in fase di sviluppo
Cagliari,2023,6,1120.55,0.6551,0.6416,0.0211,129.99,0.6347,21.45,0.7242,0.2823,4.0,288,118006,Cagliari,118006.0,351,267,566,268,327,118006,84.91557087384986,128.30743478744768,2.548566266184837,1.2665436532300764,2.0809394283527567,1.125234559685072,4.411279836882623,1.6884856336202747,2.0887332089832915,1.1277610421208129,2.735617001317669,1.3179129994042398,100.0,100.0,100.0,100.0,100.0,100.0,0.0,4.61512051684126,100.0,100.0,5,1.0,0.7177,82.73198847262249,Q2,Destinazione Popolare,🏖️,True,40,Ottima Scelta,🔍 Scoperta rara — territorio in fase di sviluppo
