comune,anno,mese,popolazione_residente,presenze_mese,intensita_turistica_presenze,arrivi_mese,intensita_turistica_arrivi_vs_residenti,n_mesi_con_dati,copertura_sufficiente
Aidomaggiore,2025,8,379,132.3,0.3491,50.05,0.1321,12,True
Aidomaggiore,2025,9,379,46.73,0.1233,27.44,0.0724,12,True
Aidomaggiore,2025,10,379,54.82,0.1446,27.76,0.0732,12,True
Aidomaggiore,2025,11,379,2.17,0.0057,1.24,0.0033,12,True
Aidomaggiore,2025,12,379,12.76,0.0337,6.58,0.0174,12,True
Albagiara,2025,1,227,0.33,0.0015,0.21,0.0009,12,True
Albagiara,2025,2,227,0.31,0.0014,0.2,0.0009,12,True
Albagiara,2025,3,227,0.4,0.0018,0.26,0.0011,12,True
Albagiara,2025,4,227,0.77,0.0034,0.49,0.0022,12,True
Albagiara,2025,5,227,0.93,0.0041,0.59,0.0026,12,True
Albagiara,2025,6,227,1.49,0.0066,0.95,0.0042,12,True
Albagiara,2025,7,227,1.95,0.0086,1.24,0.0055,12,True
Albagiara,2025,8,227,17.99,0.0793,8.27,0.0364,12,True
Albagiara,2025,9,227,42.25,0.1861,29.8,0.1313,12,True
Albagiara,2025,10,227,26.78,0.118,23.5,0.1035,12,True
Albagiara,2025,11,227,0.35,0.0015,0.22,0.001,12,True
Albagiara,2025,12,227,11.45,0.0504,10.28,0.0453,12,True
Ales,2025,1,1249,26.0,0.0208,9.0,0.0072,12,True
Ales,2025,2,1249,34.0,0.0272,18.0,0.0144,12,True
Ales,2025,3,1249,72.0,0.0576,56.0,0.0448,12,True
Ales,2025,4,1249,171.0,0.1369,80.0,0.0641,12,True
Ales,2025,5,1249,106.0,0.0849,68.0,0.0544,12,True
Ales,2025,6,1249,110.0,0.0881,54.0,0.0432,12,True
Ales,2025,7,1249,128.0,0.1025,78.0,0.0624,12,True
Ales,2025,8,1249,257.0,0.2058,115.0,0.0921,12,True
Ales,2025,9,1249,115.0,0.0921,67.0,0.0536,12,True
Ales,2025,10,1249,125.0,0.1001,61.0,0.0488,12,True
Ales,2025,11,1249,47.0,0.0376,41.0,0.0328,12,True
Ales,2025,12,1249,50.0,0.04,24.0,0.0192,12,True
Alghero,2025,1,41989,9928.0,0.2364,4872.0,0.116,12,True
Alghero,2025,2,41989,9278.0,0.221,5593.0,0.1332,12,True
Alghero,2025,3,41989,14552.0,0.3466,7984.0,0.1901,12,True
Alghero,2025,4,41989,86944.0,2.0706,35574.0,0.8472,12,True
Alghero,2025,5,41989,164613.0,3.9204,59563.0,1.4185,12,True
Alghero,2025,6,41989,280868.0,6.6891,77914.0,1.8556,12,True
Alghero,2025,7,41989,374154.0,8.9108,83477.0,1.9881,12,True
Alghero,2025,8,41989,399770.0,9.5208,89141.0,2.123,12,True
Alghero,2025,9,41989,299180.0,7.1252,82602.0,1.9672,12,True
Alghero,2025,10,41989,150149.0,3.5759,47447.0,1.13,12,True
Alghero,2025,11,41989,11469.0,0.2731,5845.0,0.1392,12,True
Alghero,2025,12,41989,12782.0,0.3044,7638.0,0.1819,12,True
Allai,2025,1,338,0.72,0.0021,0.15,0.0004,12,True
Allai,2025,2,338,0.67,0.002,0.14,0.0004,12,True
Allai,2025,3,338,0.88,0.0026,0.18,0.0005,12,True
Allai,2025,4,338,1.68,0.005,0.35,0.001,12,True
Allai,2025,5,338,2.04,0.006,0.42,0.0012,12,True
Allai,2025,6,338,3.24,0.0096,0.68,0.002,12,True
Allai,2025,7,338,4.26,0.0126,0.89,0.0026,12,True
Allai,2025,8,338,31.34,0.0927,4.9,0.0145,12,True
Allai,2025,9,338,2.73,0.0081,0.57,0.0017,12,True
Allai,2025,10,338,1.7,0.005,0.35,0.001,12,True
Allai,2025,11,338,0.76,0.0022,0.16,0.0005,12,True
Allai,2025,12,338,0.97,0.0029,0.2,0.0006,12,True
Alà Dei Sardi,2025,1,1758,0.15,0.0001,0.15,0.0001,12,True
Alà Dei Sardi,2025,2,1758,0.14,0.0001,0.14,0.0001,12,True
Alà Dei Sardi,2025,3,1758,0.18,0.0001,0.18,0.0001,12,True
Alà Dei Sardi,2025,4,1758,0.35,0.0002,0.35,0.0002,12,True
Alà Dei Sardi,2025,5,1758,0.42,0.0002,0.42,0.0002,12,True
Alà Dei Sardi,2025,6,1758,66.68,0.0379,7.68,0.0044,12,True
Alà Dei Sardi,2025,7,1758,24.89,0.0142,6.89,0.0039,12,True
Alà Dei Sardi,2025,8,1758,53.9,0.0307,13.9,0.0079,12,True
Alà Dei Sardi,2025,9,1758,64.57,0.0367,11.57,0.0066,12,True
Alà Dei Sardi,2025,10,1758,5.35,0.003,5.35,0.003,12,True
Alà Dei Sardi,2025,11,1758,0.16,0.0001,0.16,0.0001,12,True
Alà Dei Sardi,2025,12,1758,0.2,0.0001,0.2,0.0001,12,True
Anela,2025,1,561,4.63,0.0083,1.47,0.0026,12,True
Anela,2025,2,561,4.33,0.0077,1.38,0.0025,12,True
Anela,2025,3,561,5.62,0.01,1.79,0.0032,12,True
Anela,2025,4,561,10.78,0.0192,3.43,0.0061,12,True
Anela,2025,5,561,13.06,0.0233,4.16,0.0074,12,True
Anela,2025,6,561,20.82,0.0371,6.63,0.0118,12,True
Anela,2025,7,561,27.32,0.0487,8.69,0.0155,12,True
Anela,2025,8,561,27.85,0.0496,8.86,0.0158,12,True
Anela,2025,9,561,17.52,0.0312,5.57,0.0099,12,True
Anela,2025,10,561,10.91,0.0194,3.47,0.0062,12,True
Anela,2025,11,561,4.91,0.0088,1.56,0.0028,12,True
Anela,2025,12,561,6.25,0.0111,1.99,0.0035,12,True
Arborea,2025,1,3708,309.0,0.0833,162.0,0.0437,12,True
Arborea,2025,2,3708,308.0,0.0831,177.0,0.0477,12,True
Arborea,2025,3,3708,860.0,0.2319,556.0,0.1499,12,True
Arborea,2025,4,3708,3965.0,1.0693,2214.0,0.5971,12,True
Arborea,2025,5,3708,8074.0,2.1775,3330.0,0.8981,12,True
Arborea,2025,6,3708,14808.0,3.9935,5406.0,1.4579,12,True
Arborea,2025,7,3708,23993.0,6.4706,5382.0,1.4515,12,True
Arborea,2025,8,3708,28563.0,7.7031,6385.0,1.722,12,True
Arborea,2025,9,3708,17674.0,4.7665,5004.0,1.3495,12,True
Arborea,2025,10,3708,7008.0,1.89,2786.0,0.7513,12,True
Arborea,2025,11,3708,1025.0,0.2764,468.0,0.1262,12,True
Arborea,2025,12,3708,440.0,0.1187,193.0,0.052,12,True
Arbus,2025,1,5602,377.0,0.0673,135.0,0.0241,12,True
Arbus,2025,2,5602,395.0,0.0705,137.0,0.0245,12,True
Arbus,2025,3,5602,670.0,0.1196,373.0,0.0666,12,True
Arbus,2025,4,5602,3381.0,0.6035,1748.0,0.312,12,True
Arbus,2025,5,5602,6568.0,1.1724,3672.0,0.6555,12,True
Arbus,2025,6,5602,12507.0,2.2326,4957.0,0.8849,12,True
Arbus,2025,7,5602,17882.0,3.1921,4882.0,0.8715,12,True
Arbus,2025,8,5602,24192.0,4.3185,6370.0,1.1371,12,True
Arbus,2025,9,5602,14014.0,2.5016,5528.0,0.9868,12,True
Arbus,2025,10,5602,6280.0,1.121,3008.0,0.537,12,True
Arbus,2025,11,5602,187.0,0.0334,88.0,0.0157,12,True
Arbus,2025,12,5602,264.0,0.0471,125.0,0.0223,12,True
Ardara,2025,1,702,0.21,0.0003,0.18,0.0003,12,True
Ardara,2025,2,702,0.2,0.0003,0.17,0.0002,12,True
Ardara,2025,3,702,0.26,0.0004,0.22,0.0003,12,True
Ardara,2025,4,702,0.49,0.0007,0.42,0.0006,12,True
Ardara,2025,5,702,0.59,0.0008,0.51,0.0007,12,True
Ardara,2025,6,702,0.95,0.0014,0.81,0.0012,12,True
Ardara,2025,7,702,25.24,0.036,19.06,0.0272,12,True
Ardara,2025,8,702,79.27,0.1129,35.09,0.05,12,True
Ardara,2025,9,702,22.8,0.0325,11.68,0.0166,12,True
Ardara,2025,10,702,20.5,0.0292,12.43,0.0177,12,True
Ardara,2025,11,702,20.22,0.0288,20.19,0.0288,12,True
Ardara,2025,12,702,0.28,0.0004,0.24,0.0003,12,True
Aritzo,2025,1,1211,48.0,0.0396,41.0,0.0339,12,True
Aritzo,2025,2,1211,20.0,0.0165,16.0,0.0132,12,True
Aritzo,2025,3,1211,24.0,0.0198,21.0,0.0173,12,True
Aritzo,2025,4,1211,182.0,0.1503,101.0,0.0834,12,True
Aritzo,2025,5,1211,611.0,0.5045,399.0,0.3295,12,True
Aritzo,2025,6,1211,333.0,0.275,179.0,0.1478,12,True
Aritzo,2025,7,1211,268.0,0.2213,131.0,0.1082,12,True
Aritzo,2025,8,1211,866.0,0.7151,324.0,0.2675,12,True
Aritzo,2025,9,1211,494.0,0.4079,272.0,0.2246,12,True
Aritzo,2025,10,1211,430.0,0.3551,310.0,0.256,12,True
Aritzo,2025,11,1211,206.0,0.1701,139.0,0.1148,12,True
Aritzo,2025,12,1211,144.0,0.1189,101.0,0.0834,12,True
Armungia,2025,1,399,0.45,0.0011,0.15,0.0004,12,True
Armungia,2025,2,399,0.42,0.0011,0.14,0.0004,12,True
Armungia,2025,3,399,0.55,0.0014,0.18,0.0005,12,True
Armungia,2025,4,399,1.05,0.0026,0.35,0.0009,12,True
Armungia,2025,5,399,1.27,0.0032,0.42,0.0011,12,True
Armungia,2025,6,399,2.03,0.0051,0.68,0.0017,12,True
Armungia,2025,7,399,72.66,0.1821,12.89,0.0323,12,True
Armungia,2025,8,399,120.71,0.3025,32.9,0.0825,12,True
Armungia,2025,9,399,1.71,0.0043,0.57,0.0014,12,True
Armungia,2025,10,399,1.06,0.0027,0.35,0.0009,12,True
Armungia,2025,11,399,0.48,0.0012,0.16,0.0004,12,True
Armungia,2025,12,399,0.61,0.0015,0.2,0.0005,12,True
Arzachena,2025,1,13435,1128.0,0.084,430.0,0.032,12,True
Arzachena,2025,2,13435,1537.0,0.1144,591.0,0.044,12,True
Arzachena,2025,3,13435,2630.0,0.1958,983.0,0.0732,12,True
Arzachena,2025,4,13435,39394.0,2.9322,12801.0,0.9528,12,True
Arzachena,2025,5,13435,123640.0,9.2028,32729.0,2.4361,12,True
Arzachena,2025,6,13435,233778.0,17.4007,51783.0,3.8543,12,True
Arzachena,2025,7,13435,294612.0,21.9287,55745.0,4.1492,12,True
Arzachena,2025,8,13435,323382.0,24.0701,57428.0,4.2745,12,True
Arzachena,2025,9,13435,235636.0,17.539,49817.0,3.708,12,True
Arzachena,2025,10,13435,92806.0,6.9078,19959.0,1.4856,12,True
Arzachena,2025,11,13435,2105.0,0.1567,420.0,0.0313,12,True
Arzachena,2025,12,13435,1500.0,0.1116,501.0,0.0373,12,True
Arzana,2025,1,2211,0.6,0.0003,0.24,0.0001,12,True
Arzana,2025,2,2211,15.56,0.007,6.22,0.0028,12,True
Arzana,2025,3,2211,0.73,0.0003,0.29,0.0001,12,True
Arzana,2025,4,2211,103.4,0.0468,19.56,0.0088,12,True
Arzana,2025,5,2211,8.7,0.0039,7.68,0.0035,12,True
Arzana,2025,6,2211,85.7,0.0388,13.08,0.0059,12,True
Arzana,2025,7,2211,125.55,0.0568,29.42,0.0133,12,True
Arzana,2025,8,2211,171.62,0.0776,43.45,0.0197,12,True
Arzana,2025,9,2211,64.27,0.0291,18.91,0.0086,12,True
Arzana,2025,10,2211,53.42,0.0242,24.57,0.0111,12,True
Arzana,2025,11,2211,0.64,0.0003,0.25,0.0001,12,True
Arzana,2025,12,2211,0.81,0.0004,0.32,0.0001,12,True
Assemini,2025,1,25630,2335.0,0.0911,791.0,0.0309,12,True
Assemini,2025,2,25630,2540.0,0.0991,849.0,0.0331,12,True
Assemini,2025,3,25630,2387.0,0.0931,787.0,0.0307,12,True
Assemini,2025,4,25630,2890.0,0.1128,1088.0,0.0425,12,True
Assemini,2025,5,25630,3011.0,0.1175,1202.0,0.0469,12,True
Assemini,2025,6,25630,3231.0,0.1261,1368.0,0.0534,12,True
Assemini,2025,7,25630,4535.0,0.1769,1286.0,0.0502,12,True
Assemini,2025,8,25630,5433.0,0.212,1581.0,0.0617,12,True
Assemini,2025,9,25630,4122.0,0.1608,1782.0,0.0695,12,True
Assemini,2025,10,25630,2782.0,0.1085,1149.0,0.0448,12,True
Assemini,2025,11,25630,2454.0,0.0957,982.0,0.0383,12,True
Assemini,2025,12,25630,1778.0,0.0694,634.0,0.0247,12,True
Atzara,2025,1,967,21.0,0.0217,13.0,0.0134,12,True
Atzara,2025,2,967,16.0,0.0165,13.0,0.0134,12,True
Atzara,2025,3,967,23.0,0.0238,13.0,0.0134,12,True
Atzara,2025,4,967,29.0,0.03,27.0,0.0279,12,True
Atzara,2025,5,967,13.0,0.0134,10.0,0.0103,12,True
Atzara,2025,6,967,30.0,0.031,22.0,0.0228,12,True
Atzara,2025,7,967,23.0,0.0238,21.0,0.0217,12,True
Atzara,2025,8,967,71.0,0.0734,52.0,0.0538,12,True
Atzara,2025,9,967,16.0,0.0165,10.0,0.0103,12,True
Atzara,2025,10,967,61.0,0.0631,57.0,0.0589,12,True
Atzara,2025,11,967,47.0,0.0486,47.0,0.0486,12,True
Atzara,2025,12,967,31.0,0.0321,27.0,0.0279,12,True
Austis,2025,1,723,7.27,0.0101,7.27,0.0101,12,True
Austis,2025,2,723,0.25,0.0003,0.25,0.0003,12,True
Austis,2025,3,723,0.33,0.0005,0.33,0.0005,12,True
Austis,2025,4,723,5.63,0.0078,3.63,0.005,12,True
Austis,2025,5,723,0.76,0.0011,0.76,0.0011,12,True
Austis,2025,6,723,14.22,0.0197,7.22,0.01,12,True
Austis,2025,7,723,17.6,0.0243,11.6,0.016,12,True
Austis,2025,8,723,54.63,0.0756,17.63,0.0244,12,True
Austis,2025,9,723,33.02,0.0457,15.02,0.0208,12,True
Austis,2025,10,723,33.64,0.0465,10.64,0.0147,12,True
Austis,2025,11,723,15.29,0.0211,13.29,0.0184,12,True
Austis,2025,12,723,7.36,0.0102,5.36,0.0074,12,True
Badesi,2025,1,1832,28.0,0.0153,16.0,0.0087,12,True
Badesi,2025,2,1832,31.0,0.0169,21.0,0.0115,12,True
Badesi,2025,3,1832,86.0,0.0469,29.0,0.0158,12,True
Badesi,2025,4,1832,4643.0,2.5344,924.0,0.5044,12,True
Badesi,2025,5,1832,12152.0,6.6332,3054.0,1.667,12,True
Badesi,2025,6,1832,74821.0,40.8412,12570.0,6.8614,12,True
Badesi,2025,7,1832,104862.0,57.2391,14501.0,7.9154,12,True
Badesi,2025,8,1832,118397.0,64.6272,16466.0,8.988,12,True
Badesi,2025,9,1832,70901.0,38.7014,10279.0,5.6108,12,True
Badesi,2025,10,1832,6159.0,3.3619,872.0,0.476,12,True
Badesi,2025,11,1832,1142.0,0.6234,55.0,0.03,12,True
Badesi,2025,12,1832,1088.0,0.5939,45.0,0.0246,12,True
Ballao,2025,1,716,0.03,0.0,0.03,0.0,12,True
Ballao,2025,2,716,0.03,0.0,0.03,0.0,12,True
Ballao,2025,3,716,0.04,0.0001,0.04,0.0001,12,True
Ballao,2025,4,716,27.07,0.0378,19.07,0.0266,12,True
Ballao,2025,5,716,14.08,0.0197,14.08,0.0197,12,True
Ballao,2025,6,716,24.14,0.0337,16.14,0.0225,12,True
Ballao,2025,7,716,7.18,0.01,6.18,0.0086,12,True
Ballao,2025,8,716,44.18,0.0617,14.18,0.0198,12,True
Ballao,2025,9,716,37.11,0.0518,27.11,0.0379,12,True
Ballao,2025,10,716,31.07,0.0434,23.07,0.0322,12,True
Ballao,2025,11,716,11.03,0.0154,11.03,0.0154,12,True
Ballao,2025,12,716,0.04,0.0001,0.04,0.0001,12,True
Banari,2025,1,506,0.3,0.0006,0.12,0.0002,12,True
Banari,2025,2,506,0.28,0.0006,0.11,0.0002,12,True
Banari,2025,3,506,0.36,0.0007,0.15,0.0003,12,True
Banari,2025,4,506,0.7,0.0014,0.28,0.0006,12,True
Banari,2025,5,506,0.85,0.0017,0.34,0.0007,12,True
Banari,2025,6,506,16.35,0.0323,7.54,0.0149,12,True
Banari,2025,7,506,45.77,0.0905,27.71,0.0548,12,True
Banari,2025,8,506,128.81,0.2546,46.72,0.0923,12,True
Banari,2025,9,506,43.14,0.0853,19.45,0.0384,12,True
Banari,2025,10,506,0.71,0.0014,0.28,0.0006,12,True
Banari,2025,11,506,0.32,0.0006,0.13,0.0003,12,True
Banari,2025,12,506,0.41,0.0008,0.16,0.0003,12,True
Baradili,2025,1,76,3.46,0.0455,0.6,0.0079,12,True
Baradili,2025,2,76,3.23,0.0425,0.56,0.0074,12,True
Baradili,2025,3,76,18.2,0.2395,11.73,0.1543,12,True
Baradili,2025,4,76,8.05,0.1059,1.4,0.0184,12,True
Baradili,2025,5,76,32.75,0.4309,15.7,0.2066,12,True
Baradili,2025,6,76,23.55,0.3099,8.7,0.1145,12,True
Baradili,2025,7,76,20.4,0.2684,3.55,0.0467,12,True
Baradili,2025,8,76,20.8,0.2737,3.62,0.0476,12,True
Baradili,2025,9,76,54.08,0.7116,18.27,0.2404,12,True
Baradili,2025,10,76,8.15,0.1072,1.42,0.0187,12,True
Baradili,2025,11,76,3.67,0.0483,0.64,0.0084,12,True
Baradili,2025,12,76,4.66,0.0613,0.81,0.0107,12,True
Baratili San Pietro,2025,1,1197,1.08,0.0009,0.12,0.0001,12,True
Baratili San Pietro,2025,2,1197,1.01,0.0008,0.11,0.0001,12,True
Baratili San Pietro,2025,3,1197,32.31,0.027,8.15,0.0068,12,True
Baratili San Pietro,2025,4,1197,157.52,0.1316,41.28,0.0345,12,True
Baratili San Pietro,2025,5,1197,206.05,0.1721,43.34,0.0362,12,True
Baratili San Pietro,2025,6,1197,422.87,0.3533,76.54,0.0639,12,True
Baratili San Pietro,2025,7,1197,905.39,0.7564,129.71,0.1084,12,True
Baratili San Pietro,2025,8,1197,1086.51,0.9077,185.72,0.1552,12,True
Baratili San Pietro,2025,9,1197,467.09,0.3902,71.45,0.0597,12,True
Baratili San Pietro,2025,10,1197,259.55,0.2168,42.28,0.0353,12,True
Baratili San Pietro,2025,11,1197,24.15,0.0202,15.13,0.0126,12,True
Baratili San Pietro,2025,12,1197,1.46,0.0012,0.16,0.0001,12,True
Baressa,2025,4,535,247.0,0.4617,136.0,0.2542,9,False
Baressa,2025,5,535,179.0,0.3346,125.0,0.2336,9,False
Baressa,2025,6,535,182.0,0.3402,94.0,0.1757,9,False
Baressa,2025,7,535,104.0,0.1944,49.0,0.0916,9,False
Baressa,2025,8,535,243.0,0.4542,86.0,0.1607,9,False
Baressa,2025,9,535,195.0,0.3645,120.0,0.2243,9,False
Baressa,2025,10,535,150.0,0.2804,115.0,0.215,9,False
Baressa,2025,11,535,46.0,0.086,17.0,0.0318,9,False
Baressa,2025,12,535,12.0,0.0224,5.0,0.0093,9,False
Bari Sardo,2025,1,3807,711.0,0.1868,160.0,0.042,12,True
Bari Sardo,2025,2,3807,853.0,0.2241,181.0,0.0475,12,True
Bari Sardo,2025,3,3807,1412.0,0.3709,379.0,0.0996,12,True
Bari Sardo,2025,4,3807,7126.0,1.8718,2267.0,0.5955,12,True
Bari Sardo,2025,5,3807,18909.0,4.9669,5069.0,1.3315,12,True
Bari Sardo,2025,6,3807,41294.0,10.8469,8208.0,2.156,12,True
Bari Sardo,2025,7,3807,54294.0,14.2616,8833.0,2.3202,12,True
Bari Sardo,2025,8,3807,60426.0,15.8723,9153.0,2.4043,12,True
Bari Sardo,2025,9,3807,44544.0,11.7006,8368.0,2.1981,12,True
Bari Sardo,2025,10,3807,20056.0,5.2682,3811.0,1.0011,12,True
Bari Sardo,2025,11,3807,1391.0,0.3654,294.0,0.0772,12,True
Bari Sardo,2025,12,3807,871.0,0.2288,293.0,0.077,12,True
Barumini,2025,1,1117,68.0,0.0609,33.0,0.0295,12,True
Barumini,2025,2,1117,47.0,0.0421,32.0,0.0286,12,True
Barumini,2025,3,1117,159.0,0.1423,131.0,0.1173,12,True
Barumini,2025,4,1117,384.0,0.3438,318.0,0.2847,12,True
Barumini,2025,5,1117,512.0,0.4584,395.0,0.3536,12,True
Barumini,2025,6,1117,317.0,0.2838,223.0,0.1996,12,True
Barumini,2025,7,1117,190.0,0.1701,166.0,0.1486,12,True
Barumini,2025,8,1117,411.0,0.3679,313.0,0.2802,12,True
Barumini,2025,9,1117,440.0,0.3939,356.0,0.3187,12,True
Barumini,2025,10,1117,313.0,0.2802,257.0,0.2301,12,True
Barumini,2025,11,1117,123.0,0.1101,102.0,0.0913,12,True
Barumini,2025,12,1117,141.0,0.1262,94.0,0.0842,12,True
Bauladu,2025,1,616,135.54,0.22,11.36,0.0184,12,True
Bauladu,2025,2,616,28.51,0.0463,6.34,0.0103,12,True
Bauladu,2025,3,616,94.66,0.1537,4.44,0.0072,12,True
Bauladu,2025,4,616,27.26,0.0443,9.84,0.016,12,True
Bauladu,2025,5,616,41.53,0.0674,13.02,0.0211,12,True
Bauladu,2025,6,616,166.43,0.2702,48.62,0.0789,12,True
Bauladu,2025,7,616,376.19,0.6107,78.13,0.1268,12,True
Bauladu,2025,8,616,441.26,0.7163,82.17,0.1334,12,True
Bauladu,2025,9,616,142.05,0.2306,33.36,0.0542,12,True
Bauladu,2025,10,616,47.28,0.0768,17.85,0.029,12,True
Bauladu,2025,11,616,0.57,0.0009,0.38,0.0006,12,True
Bauladu,2025,12,616,35.73,0.058,13.49,0.0219,12,True
Baunei,2025,1,3377,341.0,0.101,62.0,0.0184,12,True
Baunei,2025,2,3377,298.0,0.0882,77.0,0.0228,12,True
Baunei,2025,3,3377,856.0,0.2535,202.0,0.0598,12,True
Baunei,2025,4,3377,7438.0,2.2025,2499.0,0.74,12,True
Baunei,2025,5,3377,14450.0,4.2789,5252.0,1.5552,12,True
Baunei,2025,6,3377,22087.0,6.5404,6389.0,1.8919,12,True
Baunei,2025,7,3377,29745.0,8.8081,7273.0,2.1537,12,True
Baunei,2025,8,3377,32723.0,9.69,8179.0,2.422,12,True
Baunei,2025,9,3377,24242.0,7.1786,6954.0,2.0592,12,True
Baunei,2025,10,3377,11815.0,3.4987,3427.0,1.0148,12,True
Baunei,2025,11,3377,788.0,0.2333,210.0,0.0622,12,True
Baunei,2025,12,3377,394.0,0.1167,125.0,0.037,12,True
Belvì,2025,1,536,0.24,0.0004,0.15,0.0003,12,True
Belvì,2025,2,536,0.22,0.0004,0.14,0.0003,12,True
Belvì,2025,3,536,9.29,0.0173,6.18,0.0115,12,True
Belvì,2025,4,536,37.56,0.0701,20.35,0.038,12,True
Belvì,2025,5,536,20.68,0.0386,11.42,0.0213,12,True
Belvì,2025,6,536,8.08,0.0151,6.68,0.0125,12,True
Belvì,2025,7,536,25.42,0.0474,13.89,0.0259,12,True
Belvì,2025,8,536,77.45,0.1445,30.9,0.0576,12,True
Belvì,2025,9,536,26.91,0.0502,11.57,0.0216,12,True
Belvì,2025,10,536,26.57,0.0496,15.35,0.0286,12,True
Belvì,2025,11,536,31.25,0.0583,17.16,0.032,12,True
Belvì,2025,12,536,9.32,0.0174,7.2,0.0134,12,True
Benetutti,2025,1,1643,372.0,0.2264,187.0,0.1138,12,True
Benetutti,2025,2,1643,19.0,0.0116,15.0,0.0091,12,True
Benetutti,2025,3,1643,61.0,0.0371,43.0,0.0262,12,True
Benetutti,2025,4,1643,505.0,0.3074,256.0,0.1558,12,True
Benetutti,2025,5,1643,631.0,0.3841,191.0,0.1163,12,True
Benetutti,2025,6,1643,1036.0,0.6306,366.0,0.2228,12,True
Benetutti,2025,7,1643,1325.0,0.8065,479.0,0.2915,12,True
Benetutti,2025,8,1643,1870.0,1.1382,539.0,0.3281,12,True
Benetutti,2025,9,1643,1459.0,0.888,528.0,0.3214,12,True
Benetutti,2025,10,1643,1238.0,0.7535,376.0,0.2288,12,True
Benetutti,2025,11,1643,317.0,0.1929,208.0,0.1266,12,True
Benetutti,2025,12,1643,518.0,0.3153,292.0,0.1777,12,True
Berchidda,2025,1,2577,181.0,0.0702,52.0,0.0202,12,True
Berchidda,2025,2,2577,133.0,0.0516,46.0,0.0179,12,True
Berchidda,2025,3,2577,111.0,0.0431,35.0,0.0136,12,True
Berchidda,2025,4,2577,258.0,0.1001,72.0,0.0279,12,True
Berchidda,2025,5,2577,570.0,0.2212,156.0,0.0605,12,True
Berchidda,2025,6,2577,613.0,0.2379,186.0,0.0722,12,True
Berchidda,2025,7,2577,747.0,0.2899,190.0,0.0737,12,True
Berchidda,2025,8,2577,869.0,0.3372,385.0,0.1494,12,True
Berchidda,2025,9,2577,792.0,0.3073,167.0,0.0648,12,True
Berchidda,2025,10,2577,450.0,0.1746,156.0,0.0605,12,True
Berchidda,2025,11,2577,283.0,0.1098,96.0,0.0373,12,True
