comune,anno,rank,mercato,presenze,quota_pct
Oliena,2022,4,Stati Uniti d'America,2237,5.63
Oliena,2022,5,Regno Unito,1907,4.8
Oliena,2023,1,Italia,12017,38.72
Oliena,2023,2,Francia,3083,9.93
Oliena,2023,3,Stati Uniti d'America,2962,9.54
Oliena,2023,4,Germania,2938,9.47
Oliena,2023,5,Regno Unito,2135,6.88
Oliena,2024,1,Italia,10684,34.19
Oliena,2024,2,Stati Uniti d'America,3785,12.11
Oliena,2024,3,Germania,3109,9.95
Oliena,2024,4,Francia,2665,8.53
Oliena,2024,5,Regno Unito,2020,6.46
Oliena,2025,1,Italia,10761,31.37
Oliena,2025,2,Stati Uniti d'America,4899,14.28
Oliena,2025,3,Francia,3513,10.24
Oliena,2025,4,Germania,3325,9.69
Oliena,2025,5,Regno Unito,2335,6.81
Ollastra,2023,1,Italia,84,75.0
Ollastra,2023,2,Germania,10,8.93
Ollastra,2023,3,Paesi Bassi,6,5.36
Ollastra,2023,4,Spagna,6,5.36
Ollastra,2023,5,Slovenia,4,3.57
Ollolai,2022,1,Italia,163,89.07
Ollolai,2022,2,Francia,16,8.74
Ollolai,2022,3,Germania,4,2.19
Ollolai,2023,1,Italia,127,96.95
Ollolai,2023,2,Francia,4,3.05
Ollolai,2024,1,Italia,127,84.11
Ollolai,2024,2,Svizzera (incluso Liechtenstein),8,5.3
Ollolai,2024,3,Francia,6,3.97
Ollolai,2024,4,Austria,4,2.65
Ollolai,2024,5,Germania,4,2.65
Ollolai,2025,1,Italia,499,55.82
Ollolai,2025,2,Austria,73,8.17
Ollolai,2025,3,Stati Uniti d'America,62,6.94
Ollolai,2025,4,Germania,59,6.6
Ollolai,2025,5,Francia,38,4.25
Olmedo,2022,1,Italia,2644,49.89
Olmedo,2022,2,Germania,708,13.36
Olmedo,2022,3,Francia,547,10.32
Olmedo,2022,4,Spagna,370,6.98
Olmedo,2022,5,Svizzera (incluso Liechtenstein),230,4.34
Olmedo,2023,1,Italia,2232,36.46
Olmedo,2023,2,Germania,962,15.72
Olmedo,2023,3,Francia,935,15.28
Olmedo,2023,4,Spagna,565,9.23
Olmedo,2023,5,Paesi Bassi,295,4.82
Olmedo,2024,1,Italia,3563,40.82
Olmedo,2024,2,Francia,1417,16.23
Olmedo,2024,3,Germania,947,10.85
Olmedo,2024,4,Spagna,688,7.88
Olmedo,2024,5,Paesi Bassi,522,5.98
Olmedo,2025,1,Italia,6646,44.59
Olmedo,2025,2,Francia,1877,12.59
Olmedo,2025,3,Spagna,1288,8.64
Olmedo,2025,4,Germania,1088,7.3
Olmedo,2025,5,Paesi Bassi,713,4.78
Onifai,2022,1,Italia,622,44.49
Onifai,2022,2,Germania,172,12.3
Onifai,2022,3,Francia,134,9.59
Onifai,2022,4,Spagna,110,7.87
Onifai,2022,5,Polonia,79,5.65
Onifai,2023,1,Italia,499,36.5
Onifai,2023,2,Francia,174,12.73
Onifai,2023,3,Spagna,163,11.92
Onifai,2023,4,Germania,133,9.73
Onifai,2023,5,Ungheria,59,4.32
Onifai,2024,1,Italia,752,34.93
Onifai,2024,2,Germania,395,18.35
Onifai,2024,3,Francia,284,13.19
Onifai,2024,4,Spagna,219,10.17
Onifai,2024,5,Polonia,94,4.37
Onifai,2025,1,Italia,754,29.89
Onifai,2025,2,Francia,595,23.58
Onifai,2025,3,Germania,282,11.18
Onifai,2025,4,Svezia,203,8.05
Onifai,2025,5,Spagna,119,4.72
Orani,2022,1,Italia,1502,80.8
Orani,2022,2,Germania,142,7.64
Orani,2022,3,Francia,71,3.82
Orani,2022,4,Malta,45,2.42
Orani,2022,5,Spagna,22,1.18
Orani,2023,1,Italia,1639,82.99
Orani,2023,2,Francia,97,4.91
Orani,2023,3,Germania,66,3.34
Orani,2023,4,Danimarca,30,1.52
Orani,2023,5,Spagna,30,1.52
Orani,2024,1,Italia,921,71.62
Orani,2024,2,Germania,167,12.99
Orani,2024,3,Francia,95,7.39
Orani,2024,4,Spagna,32,2.49
Orani,2024,5,Malta,24,1.87
Orani,2025,1,Italia,1115,64.27
Orani,2025,2,Francia,220,12.68
Orani,2025,3,Germania,63,3.63
Orani,2025,4,Regno Unito,56,3.23
Orani,2025,5,Romania,29,1.67
Orgosolo,2022,1,Italia,2461,51.31
Orgosolo,2022,2,Francia,787,16.41
Orgosolo,2022,3,Germania,480,10.01
Orgosolo,2022,4,Polonia,178,3.71
Orgosolo,2022,5,Spagna,176,3.67
Orgosolo,2023,1,Italia,2177,47.43
Orgosolo,2023,2,Francia,775,16.88
Orgosolo,2023,3,Germania,479,10.44
Orgosolo,2023,4,Spagna,200,4.36
Orgosolo,2023,5,Paesi Bassi,194,4.23
Orgosolo,2024,1,Italia,2475,45.46
Orgosolo,2024,2,Francia,878,16.13
Orgosolo,2024,3,Germania,589,10.82
Orgosolo,2024,4,Spagna,210,3.86
Orgosolo,2024,5,Polonia,194,3.56
Orgosolo,2025,1,Italia,2646,40.66
Orgosolo,2025,2,Francia,1239,19.04
Orgosolo,2025,3,Germania,543,8.34
Orgosolo,2025,4,Paesi Bassi,280,4.3
Orgosolo,2025,5,Polonia,257,3.95
Oristano,2022,1,Italia,107710,62.72
Oristano,2022,2,Germania,13133,7.65
Oristano,2022,3,Francia,12504,7.28
Oristano,2022,4,Svizzera (incluso Liechtenstein),5538,3.22
Oristano,2022,5,Spagna,5378,3.13
Oristano,2023,1,Italia,120465,62.1
Oristano,2023,2,Germania,14701,7.58
Oristano,2023,3,Francia,13710,7.07
Oristano,2023,4,Spagna,6030,3.11
Oristano,2023,5,Svizzera (incluso Liechtenstein),5991,3.09
Oristano,2024,1,Italia,116381,57.43
Oristano,2024,2,Germania,20435,10.08
Oristano,2024,3,Francia,14743,7.28
Oristano,2024,4,Svizzera (incluso Liechtenstein),6478,3.2
Oristano,2024,5,Spagna,5954,2.94
Oristano,2025,1,Italia,135871,59.09
Oristano,2025,2,Germania,22252,9.68
Oristano,2025,3,Francia,16412,7.14
Oristano,2025,4,Svizzera (incluso Liechtenstein),6542,2.85
Oristano,2025,5,Spagna,6100,2.65
Orosei,2022,1,Italia,543842,63.01
Orosei,2022,2,Germania,145638,16.87
Orosei,2022,3,Svizzera (incluso Liechtenstein),73155,8.48
Orosei,2022,4,Francia,22537,2.61
Orosei,2022,5,Austria,13022,1.51
Orosei,2023,1,Italia,464326,60.4
Orosei,2023,2,Germania,123856,16.11
Orosei,2023,3,Svizzera (incluso Liechtenstein),60776,7.91
Orosei,2023,4,Francia,25676,3.34
Orosei,2023,5,Austria,13387,1.74
Orosei,2024,1,Italia,543765,62.46
Orosei,2024,2,Germania,142473,16.37
Orosei,2024,3,Svizzera (incluso Liechtenstein),52211,6.0
Orosei,2024,4,Francia,24493,2.81
Orosei,2024,5,Austria,12849,1.48
Orosei,2025,1,Italia,607447,58.14
Orosei,2025,2,Germania,169057,16.18
Orosei,2025,3,Svizzera (incluso Liechtenstein),65737,6.29
Orosei,2025,4,Francia,40339,3.86
Orosei,2025,5,Regno Unito,21510,2.06
Orroli,2022,1,Italia,191,62.42
Orroli,2022,2,Regno Unito,32,10.46
Orroli,2022,3,Francia,31,10.13
Orroli,2022,4,Germania,21,6.86
Orroli,2022,5,Spagna,8,2.61
Orroli,2023,1,Italia,245,48.23
Orroli,2023,2,Germania,71,13.98
Orroli,2023,3,Francia,48,9.45
Orroli,2023,4,Irlanda,19,3.74
Orroli,2023,5,Polonia,19,3.74
Orroli,2024,1,Italia,322,43.45
Orroli,2024,2,Germania,144,19.43
Orroli,2024,3,Stati Uniti d'America,63,8.5
Orroli,2024,4,Paesi Bassi,35,4.72
Orroli,2024,5,Francia,25,3.37
Orroli,2025,1,Italia,484,57.69
Orroli,2025,2,Germania,82,9.77
Orroli,2025,3,Francia,63,7.51
Orroli,2025,4,Regno Unito,32,3.81
Orroli,2025,5,Belgio,28,3.34
Ortueri,2023,1,Italia,134,63.51
Ortueri,2023,2,Francia,74,35.07
Ortueri,2023,3,Stati Uniti d'America,2,0.95
Ortueri,2023,4,Svizzera (incluso Liechtenstein),1,0.47
Ortueri,2024,1,Italia,184,73.02
Ortueri,2024,2,Francia,63,25.0
Ortueri,2024,3,Germania,4,1.59
Ortueri,2024,4,Irlanda,1,0.4
Ortueri,2025,1,Italia,84,63.64
Ortueri,2025,2,Francia,34,25.76
Ortueri,2025,3,Polonia,8,6.06
Ortueri,2025,4,Repubblica Ceca,3,2.27
Ortueri,2025,5,Portogallo,1,0.76
Orune,2024,1,Italia,15,100.0
Oschiri,2022,1,Italia,720,43.45
Oschiri,2022,2,Germania,393,23.72
Oschiri,2022,3,Francia,114,6.88
Oschiri,2022,4,Paesi Bassi,100,6.04
Oschiri,2022,5,Belgio,75,4.53
Oschiri,2023,1,Italia,238,69.19
Oschiri,2023,2,Francia,30,8.72
Oschiri,2023,3,Germania,29,8.43
Oschiri,2023,4,Argentina,10,2.91
Oschiri,2023,5,Svizzera (incluso Liechtenstein),7,2.03
Oschiri,2024,1,Italia,351,64.17
Oschiri,2024,2,Francia,66,12.07
Oschiri,2024,3,Spagna,33,6.03
Oschiri,2024,4,Germania,17,3.11
Oschiri,2024,5,Irlanda,12,2.19
Oschiri,2025,1,Italia,448,38.19
Oschiri,2025,2,Francia,236,20.12
Oschiri,2025,3,Germania,129,11.0
Oschiri,2025,4,Spagna,98,8.35
Oschiri,2025,5,Paesi Bassi,73,6.22
Osidda,2023,1,Italia,29,78.38
Osidda,2023,2,Francia,6,16.22
Osidda,2023,3,Altri Paesi Europei,2,5.41
Osidda,2024,1,Italia,38,100.0
Osidda,2025,1,Italia,10,83.33
Osidda,2025,2,Russia,2,16.67
Osilo,2022,1,Francia,182,22.72
Osilo,2022,2,Germania,172,21.47
Osilo,2022,3,Paesi Bassi,146,18.23
Osilo,2022,4,Belgio,72,8.99
Osilo,2022,5,Italia,66,8.24
Osilo,2023,1,Germania,65,50.39
Osilo,2023,2,Italia,24,18.6
Osilo,2023,3,Paesi Bassi,16,12.4
Osilo,2023,4,Repubblica Ceca,16,12.4
Osilo,2023,5,Francia,8,6.2
Osilo,2024,1,Germania,163,19.85
Osilo,2024,2,Francia,154,18.76
Osilo,2024,3,Paesi Bassi,127,15.47
Osilo,2024,4,Italia,112,13.64
Osilo,2024,5,Belgio,56,6.82
Osilo,2025,1,Francia,300,24.04
Osilo,2025,2,Germania,194,15.54
Osilo,2025,3,Italia,190,15.22
Osilo,2025,4,Spagna,164,13.14
Osilo,2025,5,Romania,88,7.05
Osini,2022,1,Italia,646,68.94
Osini,2022,2,Regno Unito,72,7.68
Osini,2022,3,Francia,49,5.23
Osini,2022,4,Germania,34,3.63
Osini,2022,5,Austria,31,3.31
Osini,2023,1,Italia,665,71.74
Osini,2023,2,Francia,67,7.23
Osini,2023,3,Germania,61,6.58
Osini,2023,4,Svizzera (incluso Liechtenstein),27,2.91
Osini,2023,5,Paesi Bassi,17,1.83
Osini,2024,1,Italia,758,55.98
Osini,2024,2,Francia,126,9.31
Osini,2024,3,Germania,115,8.49
Osini,2024,4,Regno Unito,98,7.24
Osini,2024,5,Svizzera (incluso Liechtenstein),72,5.32
Osini,2025,1,Italia,1435,51.86
Osini,2025,2,Germania,314,11.35
Osini,2025,3,Francia,284,10.26
Osini,2025,4,Polonia,119,4.3
Osini,2025,5,Belgio,96,3.47
Ossi,2023,1,Italia,153,28.92
Ossi,2023,2,Germania,123,23.25
Ossi,2023,3,Francia,99,18.71
Ossi,2023,4,Spagna,44,8.32
Ossi,2023,5,Paesi Bassi,23,4.35
Ossi,2024,1,Italia,263,38.17
Ossi,2024,2,Spagna,114,16.55
Ossi,2024,3,Francia,83,12.05
Ossi,2024,4,Germania,61,8.85
Ossi,2024,5,Paesi Bassi,33,4.79
Ossi,2025,1,Italia,861,38.28
Ossi,2025,2,Francia,493,21.92
Ossi,2025,3,Germania,260,11.56
Ossi,2025,4,Spagna,200,8.89
Ossi,2025,5,Paesi Bassi,104,4.62
Ottana,2023,1,Italia,2632,92.22
Ottana,2023,2,Portogallo,60,2.1
Ottana,2023,3,Germania,45,1.58
Ottana,2023,4,Francia,27,0.95
Ottana,2023,5,Spagna,15,0.53
Ottana,2024,1,Italia,1147,90.89
Ottana,2024,2,Altri Paesi dell'Africa,62,4.91
Ottana,2024,3,Cina,22,1.74
Ottana,2024,4,Bulgaria,12,0.95
Ottana,2024,5,Germania,10,0.79
Ottana,2025,1,Italia,5526,91.49
Ottana,2025,2,Cina,138,2.28
Ottana,2025,3,Romania,128,2.12
Ottana,2025,4,Egitto,81,1.34
Ottana,2025,5,Altri Paesi Africa Mediterranea,54,0.89
Ovodda,2023,1,Italia,135,91.84
Ovodda,2023,2,Portogallo,8,5.44
Ovodda,2023,3,Francia,4,2.72
Ovodda,2024,1,Italia,214,94.69
Ovodda,2024,2,Romania,10,4.42
Ovodda,2024,3,Portogallo,2,0.88
Ovodda,2025,1,Italia,845,99.18
Ovodda,2025,2,Romania,7,0.82
Ozieri,2022,1,Italia,3781,92.47
Ozieri,2022,2,Romania,126,3.08
Ozieri,2022,3,Francia,52,1.27
Ozieri,2022,4,Germania,33,0.81
Ozieri,2022,5,Altri Paesi Europei,24,0.59
Ozieri,2023,1,Italia,4076,76.44
Ozieri,2023,2,Romania,435,8.16
Ozieri,2023,3,Grecia,160,3.0
Ozieri,2023,4,Francia,110,2.06
Ozieri,2023,5,Germania,109,2.04
Ozieri,2024,1,Italia,2722,75.74
Ozieri,2024,2,Germania,162,4.51
Ozieri,2024,3,Romania,155,4.31
Ozieri,2024,4,Francia,140,3.9
Ozieri,2024,5,Spagna,89,2.48
Ozieri,2025,1,Italia,3528,82.78
Ozieri,2025,2,Francia,213,5.0
Ozieri,2025,3,Germania,143,3.36
Ozieri,2025,4,Romania,71,1.67
Ozieri,2025,5,Belgio,36,0.84
Pabillonis,2022,1,Italia,234,64.82
Pabillonis,2022,2,Germania,70,19.39
Pabillonis,2022,3,Francia,20,5.54
Pabillonis,2022,4,Regno Unito,18,4.99
Pabillonis,2022,5,Belgio,15,4.16
Pabillonis,2023,1,Italia,488,66.67
Pabillonis,2023,2,Paesi Bassi,50,6.83
Pabillonis,2023,3,Germania,38,5.19
Pabillonis,2023,4,Spagna,30,4.1
Pabillonis,2023,5,Romania,21,2.87
Pabillonis,2024,1,Italia,683,56.54
Pabillonis,2024,2,Germania,170,14.07
Pabillonis,2024,3,Spagna,124,10.26
Pabillonis,2024,4,Francia,73,6.04
Pabillonis,2024,5,Regno Unito,40,3.31
Pabillonis,2025,1,Italia,542,39.71
Pabillonis,2025,2,Francia,166,12.16
Pabillonis,2025,3,Polonia,163,11.94
Pabillonis,2025,4,Germania,158,11.58
Pabillonis,2025,5,Spagna,82,6.01
Padria,2023,1,Italia,67,72.83
Padria,2023,2,Svizzera (incluso Liechtenstein),21,22.83
Padria,2023,3,Francia,4,4.35
Padria,2024,1,Italia,88,72.73
Padria,2024,2,Svizzera (incluso Liechtenstein),20,16.53
Padria,2024,3,Paesi Bassi,13,10.74
Padria,2025,1,Regno Unito,64,57.66
Padria,2025,2,Italia,35,31.53
Padria,2025,3,Germania,8,7.21
Padria,2025,4,Romania,4,3.6
Padru,2022,1,Italia,171,100.0
Padru,2023,1,Italia,474,41.76
Padru,2023,2,Germania,287,25.29
Padru,2023,3,Francia,102,8.99
Padru,2023,4,Spagna,58,5.11
Padru,2023,5,Polonia,44,3.88
Padru,2024,1,Italia,877,37.97
Padru,2024,2,Germania,559,24.2
Padru,2024,3,Francia,287,12.42
Padru,2024,4,Spagna,141,6.1
Padru,2024,5,Paesi Bassi,83,3.59
Padru,2025,1,Italia,2204,40.85
Padru,2025,2,Germania,881,16.33
Padru,2025,3,Francia,590,10.94
Padru,2025,4,Romania,207,3.84
Padru,2025,5,Spagna,198,3.67
Palau,2022,1,Italia,264688,48.83
Palau,2022,2,Germania,111677,20.6
Palau,2022,3,Svizzera (incluso Liechtenstein),41324,7.62
Palau,2022,4,Francia,25607,4.72
Palau,2022,5,Paesi Bassi,14174,2.61
Palau,2023,1,Italia,264517,44.38
Palau,2023,2,Germania,135260,22.69
Palau,2023,3,Svizzera (incluso Liechtenstein),50733,8.51
Palau,2023,4,Francia,31507,5.29
Palau,2023,5,Paesi Bassi,16067,2.7
Palau,2024,1,Italia,283595,40.49
Palau,2024,2,Germania,162614,23.21
Palau,2024,3,Svizzera (incluso Liechtenstein),58773,8.39
Palau,2024,4,Francia,44112,6.3
Palau,2024,5,Paesi Bassi,19880,2.84
Palau,2025,1,Italia,274472,38.32
Palau,2025,2,Germania,158191,22.09
Palau,2025,3,Svizzera (incluso Liechtenstein),55658,7.77
Palau,2025,4,Francia,51934,7.25
Palau,2025,5,Paesi Bassi,24768,3.46
Palmas Arborea,2024,1,Paesi Bassi,5,41.67
Palmas Arborea,2024,2,Italia,4,33.33
Palmas Arborea,2024,3,Germania,3,25.0
Palmas Arborea,2025,1,Italia,364,76.96
Palmas Arborea,2025,2,Francia,65,13.74
Palmas Arborea,2025,3,Repubblica Ceca,26,5.5
Palmas Arborea,2025,4,Spagna,16,3.38
Palmas Arborea,2025,5,Paesi Bassi,2,0.42
Pattada,2023,1,Italia,86,41.55
Pattada,2023,2,Francia,44,21.26
Pattada,2023,3,Svizzera (incluso Liechtenstein),26,12.56
Pattada,2023,4,Germania,18,8.7
Pattada,2023,5,Belgio,7,3.38
Pattada,2024,1,Italia,71,55.47
Pattada,2024,2,Francia,20,15.62
Pattada,2024,3,Germania,18,14.06
Pattada,2024,4,Austria,4,3.12
Pattada,2024,5,Canada,4,3.12
Pattada,2025,1,Italia,117,55.45
Pattada,2025,2,Francia,68,32.23
Pattada,2025,3,Spagna,14,6.64
Pattada,2025,4,Portogallo,8,3.79
Pattada,2025,5,Paesi Bassi,2,0.95
Pau,2025,1,Polonia,63,34.43
Pau,2025,2,Belgio,48,26.23
Pau,2025,3,Spagna,46,25.14
Pau,2025,4,Francia,20,10.93
Pau,2025,5,Altri Paesi Centro - Sud America,6,3.28
Pauli Arbarei,2023,1,Italia,398,71.71
Pauli Arbarei,2023,2,Francia,49,8.83
Pauli Arbarei,2023,3,Spagna,34,6.13
Pauli Arbarei,2023,4,Germania,25,4.5
Pauli Arbarei,2023,5,Svizzera (incluso Liechtenstein),14,2.52
Pauli Arbarei,2024,1,Italia,210,59.32
Pauli Arbarei,2024,2,Germania,41,11.58
Pauli Arbarei,2024,3,Stati Uniti d'America,31,8.76
Pauli Arbarei,2024,4,Svizzera (incluso Liechtenstein),14,3.95
Pauli Arbarei,2024,5,Svezia,10,2.82
Pauli Arbarei,2025,1,Italia,211,77.29
Pauli Arbarei,2025,2,Germania,10,3.66
Pauli Arbarei,2025,3,Francia,8,2.93
Pauli Arbarei,2025,4,Repubblica Ceca,8,2.93
Pauli Arbarei,2025,5,Belgio,6,2.2
Paulilatino,2022,1,Italia,855,60.34
Paulilatino,2022,2,Francia,157,11.08
Paulilatino,2022,3,Germania,98,6.92
Paulilatino,2022,4,Spagna,50,3.53
Paulilatino,2022,5,Regno Unito,36,2.54
Paulilatino,2023,1,Italia,701,46.15
Paulilatino,2023,2,Germania,204,13.43
Paulilatino,2023,3,Francia,125,8.23
Paulilatino,2023,4,Spagna,97,6.39
Paulilatino,2023,5,Paesi Bassi,70,4.61
Paulilatino,2024,1,Italia,1690,55.26
Paulilatino,2024,2,Germania,426,13.93
Paulilatino,2024,3,Francia,148,4.84
Paulilatino,2024,4,Spagna,142,4.64
Paulilatino,2024,5,Paesi Bassi,85,2.78
Paulilatino,2025,1,Italia,1699,53.58
Paulilatino,2025,2,Germania,285,8.99
Paulilatino,2025,3,Francia,242,7.63
Paulilatino,2025,4,Spagna,150,4.73
Paulilatino,2025,5,Regno Unito,95,3.0
Perdasdefogu,2022,1,Italia,169,92.86
Perdasdefogu,2022,2,Germania,7,3.85
Perdasdefogu,2022,3,Nuova Zelanda,2,1.1
Perdasdefogu,2022,4,Regno Unito,1,0.55
Perdasdefogu,2022,5,Spagna,1,0.55
Perdasdefogu,2023,1,Italia,182,91.92
Perdasdefogu,2023,2,Austria,7,3.54
Perdasdefogu,2023,3,Altri Paesi Africa Mediterranea,3,1.52
Perdasdefogu,2023,4,Germania,3,1.52
Perdasdefogu,2023,5,Stati Uniti d'America,2,1.01
Perdasdefogu,2024,1,Italia,103,91.15
Perdasdefogu,2024,2,Svezia,6,5.31
Perdasdefogu,2024,3,Stati Uniti d'America,3,2.65
Perdasdefogu,2024,4,Spagna,1,0.88
Perdasdefogu,2025,1,Italia,542,96.79
Perdasdefogu,2025,2,Svizzera (incluso Liechtenstein),9,1.61
Perdasdefogu,2025,3,Polonia,6,1.07
Perdasdefogu,2025,4,Francia,1,0.18
Perdasdefogu,2025,5,Germania,1,0.18
Perdaxius,2023,1,Italia,10,100.0
Perdaxius,2024,1,Germania,28,48.28
Perdaxius,2024,2,Paesi Bassi,16,27.59
Perdaxius,2024,3,Belgio,7,12.07
Perdaxius,2024,4,Francia,7,12.07
Perdaxius,2025,1,Paesi Bassi,63,60.58
Perdaxius,2025,2,Germania,14,13.46
Perdaxius,2025,3,Svizzera (incluso Liechtenstein),14,13.46
Perdaxius,2025,4,Austria,7,6.73
Perdaxius,2025,5,Regno Unito,6,5.77
Perfugas,2022,1,Italia,181,27.72
Perfugas,2022,2,Francia,133,20.37
Perfugas,2022,3,Spagna,131,20.06
Perfugas,2022,4,Paesi Bassi,43,6.58
Perfugas,2022,5,Svizzera (incluso Liechtenstein),33,5.05
Perfugas,2023,1,Italia,231,24.65
Perfugas,2023,2,Francia,213,22.73
Perfugas,2023,3,Germania,212,22.63
Perfugas,2023,4,Spagna,119,12.7
Perfugas,2023,5,Polonia,41,4.38
Perfugas,2024,1,Italia,417,27.99
Perfugas,2024,2,Repubblica Ceca,260,17.45
Perfugas,2024,3,Francia,240,16.11
Perfugas,2024,4,Spagna,151,10.13
Perfugas,2024,5,Paesi Bassi,150,10.07
Perfugas,2025,1,Francia,653,27.69
Perfugas,2025,2,Italia,443,18.79
Perfugas,2025,3,Paesi Bassi,326,13.83
Perfugas,2025,4,Lussemburgo,252,10.69
Perfugas,2025,5,Germania,228,9.67
Pimentel,2023,1,Belgio,50,32.26
Pimentel,2023,2,Francia,34,21.94
Pimentel,2023,3,Germania,27,17.42
Pimentel,2023,4,Italia,20,12.9
Pimentel,2023,5,Brasile,6,3.87
Pimentel,2024,1,Italia,326,22.77
Pimentel,2024,2,Francia,299,20.88
Pimentel,2024,3,Germania,242,16.9
Pimentel,2024,4,Spagna,102,7.12
Pimentel,2024,5,Belgio,96,6.7
Pimentel,2025,1,Italia,337,28.41
Pimentel,2025,2,Francia,232,19.56
Pimentel,2025,3,Germania,213,17.96
Pimentel,2025,4,Spagna,86,7.25
Pimentel,2025,5,Polonia,74,6.24
Piscinas,2023,1,Italia,373,79.53
Piscinas,2023,2,Germania,41,8.74
Piscinas,2023,3,Francia,39,8.32
Piscinas,2023,4,Altri Paesi Europei,5,1.07
Piscinas,2023,5,Canada,5,1.07
Piscinas,2024,1,Italia,463,86.54
Piscinas,2024,2,Germania,34,6.36
Piscinas,2024,3,Francia,12,2.24
Piscinas,2024,4,Belgio,7,1.31
Piscinas,2024,5,Svizzera (incluso Liechtenstein),7,1.31
Piscinas,2025,1,Italia,636,76.08
Piscinas,2025,2,Francia,50,5.98
Piscinas,2025,3,Germania,46,5.5
Piscinas,2025,4,Polonia,23,2.75
Piscinas,2025,5,Repubblica Ceca,18,2.15
Ploaghe,2023,1,Italia,199,77.73
Ploaghe,2023,2,India,20,7.81
Ploaghe,2023,3,Belgio,8,3.12
Ploaghe,2023,4,Spagna,8,3.12
Ploaghe,2023,5,Germania,6,2.34
Ploaghe,2024,1,Italia,274,61.3
Ploaghe,2024,2,Spagna,73,16.33
Ploaghe,2024,3,Germania,39,8.72
Ploaghe,2024,4,Slovenia,16,3.58
Ploaghe,2024,5,Romania,10,2.24
Ploaghe,2025,1,Italia,635,64.4
Ploaghe,2025,2,Spagna,97,9.84
Ploaghe,2025,3,Francia,95,9.63
Ploaghe,2025,4,Germania,74,7.51
Ploaghe,2025,5,Lituania,21,2.13
Pompu,2024,1,Italia,49,76.56
Pompu,2024,2,Croazia,10,15.62
Pompu,2024,3,Francia,5,7.81
Pompu,2025,1,Italia,65,59.09
Pompu,2025,2,Moldavia,13,11.82
Pompu,2025,3,Germania,12,10.91
Pompu,2025,4,Spagna,8,7.27
Pompu,2025,5,Altri Paesi Africa Mediterranea,4,3.64
Porto Torres,2022,1,Italia,32027,62.64
Porto Torres,2022,2,Francia,6736,13.17
Porto Torres,2022,3,Spagna,5108,9.99
Porto Torres,2022,4,Germania,1265,2.47
Porto Torres,2022,5,Grecia,673,1.32
Porto Torres,2023,1,Italia,30529,59.54
Porto Torres,2023,2,Francia,6566,12.81
Porto Torres,2023,3,Spagna,5888,11.48
Porto Torres,2023,4,Germania,1909,3.72
Porto Torres,2023,5,Svizzera (incluso Liechtenstein),749,1.46
Porto Torres,2024,1,Italia,27561,54.47
Porto Torres,2024,2,Francia,7460,14.74
Porto Torres,2024,3,Spagna,5641,11.15
Porto Torres,2024,4,Germania,2024,4.0
Porto Torres,2024,5,Polonia,793,1.57
Porto Torres,2025,1,Italia,30526,50.2
Porto Torres,2025,2,Francia,8523,14.02
Porto Torres,2025,3,Spagna,5954,9.79
Porto Torres,2025,4,Germania,3697,6.08
Porto Torres,2025,5,Polonia,1973,3.24
Portoscuso,2022,1,Italia,11546,53.47
Portoscuso,2022,2,Francia,2088,9.67
Portoscuso,2022,3,Germania,1795,8.31
Portoscuso,2022,4,Svizzera (incluso Liechtenstein),928,4.3
Portoscuso,2022,5,Austria,635,2.94
Portoscuso,2023,1,Italia,13604,50.43
Portoscuso,2023,2,Germania,2929,10.86
Portoscuso,2023,3,Francia,2354,8.73
Portoscuso,2023,4,Svizzera (incluso Liechtenstein),1313,4.87
Portoscuso,2023,5,Polonia,807,2.99
Portoscuso,2024,1,Italia,14076,48.61
Portoscuso,2024,2,Germania,3646,12.59
Portoscuso,2024,3,Francia,2489,8.6
Portoscuso,2024,4,Regno Unito,1223,4.22
Portoscuso,2024,5,Svizzera (incluso Liechtenstein),1149,3.97
Portoscuso,2025,1,Italia,17276,51.2
Portoscuso,2025,2,Germania,3877,11.49
Portoscuso,2025,3,Francia,3192,9.46
Portoscuso,2025,4,Svizzera (incluso Liechtenstein),1180,3.5
Portoscuso,2025,5,Regno Unito,924,2.74
Posada,2022,1,Italia,16817,57.73
Posada,2022,2,Germania,6047,20.76
Posada,2022,3,Svizzera (incluso Liechtenstein),1220,4.19
Posada,2022,4,Francia,898,3.08
Posada,2022,5,Austria,807,2.77
Posada,2023,1,Italia,16500,63.0
Posada,2023,2,Germania,3426,13.08
Posada,2023,3,Francia,1465,5.59
Posada,2023,4,Spagna,791,3.02
Posada,2023,5,Svizzera (incluso Liechtenstein),711,2.71
Posada,2024,1,Italia,16429,57.04
Posada,2024,2,Germania,5025,17.45
Posada,2024,3,Francia,1536,5.33
Posada,2024,4,Spagna,684,2.37
Posada,2024,5,Svizzera (incluso Liechtenstein),600,2.08
Posada,2025,1,Italia,25852,51.51
Posada,2025,2,Germania,9724,19.38
Posada,2025,3,Francia,3051,6.08
Posada,2025,4,Polonia,1328,2.65
Posada,2025,5,Spagna,1135,2.26
Pozzomaggiore,2023,1,Italia,151,40.81
Pozzomaggiore,2023,2,Francia,87,23.51
Pozzomaggiore,2023,3,Spagna,71,19.19
Pozzomaggiore,2023,4,Germania,16,4.32
Pozzomaggiore,2023,5,Svizzera (incluso Liechtenstein),12,3.24
Pozzomaggiore,2024,1,Spagna,495,41.01
Pozzomaggiore,2024,2,Italia,322,26.68
Pozzomaggiore,2024,3,Germania,93,7.71
