comune,anno,rank,mercato,presenze,quota_pct
Lodè,2023,4,Paesi Bassi,2,1.19
Lodè,2023,5,Stati Uniti d'America,2,1.19
Lodè,2024,1,Italia,103,46.61
Lodè,2024,2,Francia,53,23.98
Lodè,2024,3,Germania,30,13.57
Lodè,2024,4,Spagna,17,7.69
Lodè,2024,5,Irlanda,4,1.81
Lodè,2025,1,Italia,88,37.45
Lodè,2025,2,Francia,61,25.96
Lodè,2025,3,Germania,53,22.55
Lodè,2025,4,Belgio,13,5.53
Lodè,2025,5,Argentina,6,2.55
Loiri Porto San Paolo,2022,1,Italia,58206,37.24
Loiri Porto San Paolo,2022,2,Germania,39540,25.3
Loiri Porto San Paolo,2022,3,Svizzera (incluso Liechtenstein),9768,6.25
Loiri Porto San Paolo,2022,4,Francia,9156,5.86
Loiri Porto San Paolo,2022,5,Regno Unito,7543,4.83
Loiri Porto San Paolo,2023,1,Italia,45498,35.99
Loiri Porto San Paolo,2023,2,Germania,28581,22.61
Loiri Porto San Paolo,2023,3,Francia,10028,7.93
Loiri Porto San Paolo,2023,4,Svizzera (incluso Liechtenstein),7474,5.91
Loiri Porto San Paolo,2023,5,Paesi Bassi,5361,4.24
Loiri Porto San Paolo,2024,1,Italia,57411,38.59
Loiri Porto San Paolo,2024,2,Germania,32259,21.68
Loiri Porto San Paolo,2024,3,Francia,11839,7.96
Loiri Porto San Paolo,2024,4,Svizzera (incluso Liechtenstein),6736,4.53
Loiri Porto San Paolo,2024,5,Regno Unito,5857,3.94
Loiri Porto San Paolo,2025,1,Italia,66293,34.62
Loiri Porto San Paolo,2025,2,Germania,45340,23.68
Loiri Porto San Paolo,2025,3,Francia,14139,7.38
Loiri Porto San Paolo,2025,4,Regno Unito,9665,5.05
Loiri Porto San Paolo,2025,5,Svizzera (incluso Liechtenstein),8743,4.57
Lotzorai,2022,1,Italia,46643,52.14
Lotzorai,2022,2,Germania,24490,27.38
Lotzorai,2022,3,Svizzera (incluso Liechtenstein),4672,5.22
Lotzorai,2022,4,Austria,3032,3.39
Lotzorai,2022,5,Francia,2954,3.3
Lotzorai,2023,1,Italia,34031,45.27
Lotzorai,2023,2,Germania,22240,29.59
Lotzorai,2023,3,Svizzera (incluso Liechtenstein),4580,6.09
Lotzorai,2023,4,Austria,3358,4.47
Lotzorai,2023,5,Francia,2549,3.39
Lotzorai,2024,1,Italia,65757,56.02
Lotzorai,2024,2,Germania,29229,24.9
Lotzorai,2024,3,Svizzera (incluso Liechtenstein),5678,4.84
Lotzorai,2024,4,Francia,3111,2.65
Lotzorai,2024,5,Austria,2965,2.53
Lotzorai,2025,1,Italia,38877,40.62
Lotzorai,2025,2,Germania,32123,33.56
Lotzorai,2025,3,Svizzera (incluso Liechtenstein),6416,6.7
Lotzorai,2025,4,Austria,3690,3.86
Lotzorai,2025,5,Francia,3663,3.83
Lula,2022,1,Italia,22,81.48
Lula,2022,2,Francia,3,11.11
Lula,2022,3,Spagna,2,7.41
Lula,2023,1,Italia,172,60.78
Lula,2023,2,Francia,54,19.08
Lula,2023,3,Spagna,17,6.01
Lula,2023,4,Belgio,7,2.47
Lula,2023,5,Germania,7,2.47
Lula,2024,1,Italia,192,91.0
Lula,2024,2,Spagna,6,2.84
Lula,2024,3,Germania,5,2.37
Lula,2024,4,Portogallo,5,2.37
Lula,2024,5,Regno Unito,3,1.42
Lula,2025,1,Italia,77,71.96
Lula,2025,2,Francia,10,9.35
Lula,2025,3,Germania,10,9.35
Lula,2025,4,Spagna,9,8.41
Lula,2025,5,Altri Paesi Centro - Sud America,1,0.93
Lunamatrona,2023,1,Italia,43,60.56
Lunamatrona,2023,2,Stati Uniti d'America,14,19.72
Lunamatrona,2023,3,Canada,7,9.86
Lunamatrona,2023,4,Francia,7,9.86
Lunamatrona,2024,1,Italia,105,48.84
Lunamatrona,2024,2,Francia,62,28.84
Lunamatrona,2024,3,Germania,26,12.09
Lunamatrona,2024,4,Spagna,14,6.51
Lunamatrona,2024,5,Paesi Bassi,8,3.72
Lunamatrona,2025,1,Italia,105,28.53
Lunamatrona,2025,2,Germania,76,20.65
Lunamatrona,2025,3,Francia,54,14.67
Lunamatrona,2025,4,Paesi Bassi,43,11.68
Lunamatrona,2025,5,Repubblica Ceca,29,7.88
Luogosanto,2022,1,Italia,1848,27.69
Luogosanto,2022,2,Germania,723,10.83
Luogosanto,2022,3,Francia,698,10.46
Luogosanto,2022,4,Spagna,661,9.91
Luogosanto,2022,5,Lussemburgo,625,9.37
Luogosanto,2023,1,Italia,1965,25.54
Luogosanto,2023,2,Germania,1252,16.27
Luogosanto,2023,3,Spagna,1005,13.06
Luogosanto,2023,4,Francia,838,10.89
Luogosanto,2023,5,Lussemburgo,462,6.01
Luogosanto,2024,1,Italia,3547,32.05
Luogosanto,2024,2,Germania,1546,13.97
Luogosanto,2024,3,Francia,1329,12.01
Luogosanto,2024,4,Spagna,685,6.19
Luogosanto,2024,5,Lussemburgo,594,5.37
Luogosanto,2025,1,Italia,2292,20.49
Luogosanto,2025,2,Germania,1969,17.6
Luogosanto,2025,3,Francia,1651,14.76
Luogosanto,2025,4,Spagna,668,5.97
Luogosanto,2025,5,Svizzera (incluso Liechtenstein),667,5.96
Luras,2023,1,Italia,115,43.23
Luras,2023,2,Germania,84,31.58
Luras,2023,3,Francia,34,12.78
Luras,2023,4,Paesi Bassi,14,5.26
Luras,2023,5,Spagna,14,5.26
Luras,2024,1,Italia,294,36.7
Luras,2024,2,Francia,205,25.59
Luras,2024,3,Germania,110,13.73
Luras,2024,4,Repubblica Ceca,56,6.99
Luras,2024,5,Polonia,41,5.12
Luras,2025,1,Italia,691,47.56
Luras,2025,2,Francia,304,20.92
Luras,2025,3,Germania,199,13.7
Luras,2025,4,Spagna,56,3.85
Luras,2025,5,Polonia,50,3.44
Macomer,2022,1,Italia,10352,96.68
Macomer,2022,2,Turchia,77,0.72
Macomer,2022,3,Polonia,37,0.35
Macomer,2022,4,Spagna,37,0.35
Macomer,2022,5,Francia,32,0.3
Macomer,2023,1,Italia,9514,97.82
Macomer,2023,2,Romania,37,0.38
Macomer,2023,3,Francia,34,0.35
Macomer,2023,4,Spagna,25,0.26
Macomer,2023,5,Turchia,24,0.25
Macomer,2024,1,Italia,11264,97.54
Macomer,2024,2,Altri Paesi Europei,44,0.38
Macomer,2024,3,Francia,37,0.32
Macomer,2024,4,Spagna,31,0.27
Macomer,2024,5,Germania,27,0.23
Macomer,2025,1,Italia,11545,93.05
Macomer,2025,2,Spagna,181,1.46
Macomer,2025,3,Germania,90,0.73
Macomer,2025,4,Francia,59,0.48
Macomer,2025,5,Ungheria,53,0.43
Magomadas,2022,1,Italia,2698,28.82
Magomadas,2022,2,Germania,2610,27.88
Magomadas,2022,3,Francia,1636,17.48
Magomadas,2022,4,Svizzera (incluso Liechtenstein),686,7.33
Magomadas,2022,5,Paesi Bassi,276,2.95
Magomadas,2023,1,Italia,2824,27.97
Magomadas,2023,2,Germania,2792,27.65
Magomadas,2023,3,Francia,1526,15.11
Magomadas,2023,4,Svizzera (incluso Liechtenstein),409,4.05
Magomadas,2023,5,Paesi Bassi,363,3.6
Magomadas,2024,1,Italia,3363,27.65
Magomadas,2024,2,Germania,2789,22.93
Magomadas,2024,3,Francia,1991,16.37
Magomadas,2024,4,Paesi Bassi,448,3.68
Magomadas,2024,5,Svizzera (incluso Liechtenstein),445,3.66
Magomadas,2025,1,Italia,4430,27.74
Magomadas,2025,2,Germania,4019,25.16
Magomadas,2025,3,Francia,2471,15.47
Magomadas,2025,4,Paesi Bassi,683,4.28
Magomadas,2025,5,Svizzera (incluso Liechtenstein),554,3.47
Mamoiada,2022,1,Italia,656,76.19
Mamoiada,2022,2,Francia,71,8.25
Mamoiada,2022,3,Germania,27,3.14
Mamoiada,2022,4,Repubblica Ceca,23,2.67
Mamoiada,2022,5,Svizzera (incluso Liechtenstein),16,1.86
Mamoiada,2023,1,Italia,1397,61.16
Mamoiada,2023,2,Francia,229,10.03
Mamoiada,2023,3,Spagna,107,4.68
Mamoiada,2023,4,Paesi Bassi,61,2.67
Mamoiada,2023,5,Ungheria,47,2.06
Mamoiada,2024,1,Italia,1614,56.57
Mamoiada,2024,2,Germania,240,8.41
Mamoiada,2024,3,Francia,203,7.12
Mamoiada,2024,4,Spagna,130,4.56
Mamoiada,2024,5,Paesi Bassi,79,2.77
Mamoiada,2025,1,Italia,1503,49.98
Mamoiada,2025,2,Francia,325,10.81
Mamoiada,2025,3,Spagna,208,6.92
Mamoiada,2025,4,Germania,156,5.19
Mamoiada,2025,5,Altri Paesi Europei,118,3.92
Mandas,2022,1,Italia,741,47.32
Mandas,2022,2,Germania,257,16.41
Mandas,2022,3,Francia,113,7.22
Mandas,2022,4,Regno Unito,108,6.9
Mandas,2022,5,Paesi Bassi,104,6.64
Mandas,2023,1,Italia,745,46.68
Mandas,2023,2,Germania,180,11.28
Mandas,2023,3,Paesi Bassi,139,8.71
Mandas,2023,4,Francia,133,8.33
Mandas,2023,5,Stati Uniti d'America,85,5.33
Mandas,2024,1,Italia,489,39.25
Mandas,2024,2,Germania,171,13.72
Mandas,2024,3,Altri Paesi Europei,170,13.64
Mandas,2024,4,Paesi Bassi,147,11.8
Mandas,2024,5,Svizzera (incluso Liechtenstein),59,4.74
Mandas,2025,1,Italia,738,39.96
Mandas,2025,2,Germania,294,15.92
Mandas,2025,3,Paesi Bassi,231,12.51
Mandas,2025,4,Francia,125,6.77
Mandas,2025,5,Regno Unito,69,3.74
Mara,2023,1,Italia,137,40.9
Mara,2023,2,Spagna,91,27.16
Mara,2023,3,Francia,27,8.06
Mara,2023,4,Germania,19,5.67
Mara,2023,5,Polonia,18,5.37
Mara,2024,1,Italia,30,44.78
Mara,2024,2,Ungheria,14,20.9
Mara,2024,3,Belgio,6,8.96
Mara,2024,4,Canada,6,8.96
Mara,2024,5,Francia,5,7.46
Maracalagonis,2022,1,Italia,92944,75.87
Maracalagonis,2022,2,Germania,8770,7.16
Maracalagonis,2022,3,Svizzera (incluso Liechtenstein),4791,3.91
Maracalagonis,2022,4,Francia,3924,3.2
Maracalagonis,2022,5,Regno Unito,1688,1.38
Maracalagonis,2023,1,Italia,91430,72.03
Maracalagonis,2023,2,Germania,9192,7.24
Maracalagonis,2023,3,Francia,5856,4.61
Maracalagonis,2023,4,Svizzera (incluso Liechtenstein),4862,3.83
Maracalagonis,2023,5,Regno Unito,3190,2.51
Maracalagonis,2024,1,Italia,84157,64.26
Maracalagonis,2024,2,Germania,13375,10.21
Maracalagonis,2024,3,Svizzera (incluso Liechtenstein),5779,4.41
Maracalagonis,2024,4,Francia,4965,3.79
Maracalagonis,2024,5,Regno Unito,3638,2.78
Maracalagonis,2025,1,Italia,85886,54.23
Maracalagonis,2025,2,Germania,20633,13.03
Maracalagonis,2025,3,Svizzera (incluso Liechtenstein),7859,4.96
Maracalagonis,2025,4,Francia,6860,4.33
Maracalagonis,2025,5,Regno Unito,5048,3.19
Marrubiu,2022,1,Italia,937,57.63
Marrubiu,2022,2,Francia,276,16.97
Marrubiu,2022,3,Paesi Bassi,148,9.1
Marrubiu,2022,4,Spagna,73,4.49
Marrubiu,2022,5,Germania,59,3.63
Marrubiu,2023,1,Italia,834,62.71
Marrubiu,2023,2,Francia,110,8.27
Marrubiu,2023,3,Spagna,89,6.69
Marrubiu,2023,4,Paesi Bassi,86,6.47
Marrubiu,2023,5,Svezia,56,4.21
Marrubiu,2024,1,Italia,995,57.35
Marrubiu,2024,2,Germania,174,10.03
Marrubiu,2024,3,Paesi Bassi,117,6.74
Marrubiu,2024,4,Francia,98,5.65
Marrubiu,2024,5,Spagna,67,3.86
Marrubiu,2025,1,Italia,1304,63.36
Marrubiu,2025,2,Francia,295,14.33
Marrubiu,2025,3,Germania,118,5.73
Marrubiu,2025,4,Spagna,57,2.77
Marrubiu,2025,5,Paesi Bassi,45,2.19
Martis,2023,1,Italia,192,42.38
Martis,2023,2,Spagna,110,24.28
Martis,2023,3,Germania,47,10.38
Martis,2023,4,Francia,44,9.71
Martis,2023,5,Belgio,16,3.53
Martis,2024,1,Italia,318,38.5
Martis,2024,2,Germania,132,15.98
Martis,2024,3,Spagna,125,15.13
Martis,2024,4,Francia,117,14.16
Martis,2024,5,Belgio,25,3.03
Martis,2025,1,Francia,152,20.79
Martis,2025,2,Italia,144,19.7
Martis,2025,3,Germania,129,17.65
Martis,2025,4,Spagna,73,9.99
Martis,2025,5,Irlanda,29,3.97
Masainas,2022,1,Italia,1274,62.18
Masainas,2022,2,Francia,305,14.89
Masainas,2022,3,Germania,135,6.59
Masainas,2022,4,Spagna,58,2.83
Masainas,2022,5,Irlanda,55,2.68
Masainas,2023,1,Italia,1530,67.31
Masainas,2023,2,Germania,262,11.53
Masainas,2023,3,Francia,245,10.78
Masainas,2023,4,Polonia,58,2.55
Masainas,2023,5,Paesi Bassi,42,1.85
Masainas,2024,1,Italia,1373,54.83
Masainas,2024,2,Francia,436,17.41
Masainas,2024,3,Polonia,183,7.31
Masainas,2024,4,Germania,181,7.23
Masainas,2024,5,Svizzera (incluso Liechtenstein),117,4.67
Masainas,2025,1,Italia,2973,62.12
Masainas,2025,2,Germania,572,11.95
Masainas,2025,3,Francia,487,10.18
Masainas,2025,4,Polonia,148,3.09
Masainas,2025,5,Svizzera (incluso Liechtenstein),120,2.51
Masullas,2024,1,Italia,32,31.68
Masullas,2024,2,Francia,24,23.76
Masullas,2024,3,Austria,12,11.88
Masullas,2024,4,Germania,12,11.88
Masullas,2024,5,Repubblica Ceca,8,7.92
Masullas,2025,1,Italia,204,58.62
Masullas,2025,2,Germania,76,21.84
Masullas,2025,3,Estonia,25,7.18
Masullas,2025,4,Francia,18,5.17
Masullas,2025,5,Altri Paesi Centro - Sud America,8,2.3
Meana Sardo,2022,1,Italia,157,96.91
Meana Sardo,2022,2,Germania,2,1.23
Meana Sardo,2022,3,Israele,2,1.23
Meana Sardo,2022,4,Slovenia,1,0.62
Meana Sardo,2023,1,Italia,298,96.44
Meana Sardo,2023,2,Svizzera (incluso Liechtenstein),5,1.62
Meana Sardo,2023,3,Australia,2,0.65
Meana Sardo,2023,4,Francia,2,0.65
Meana Sardo,2023,5,Germania,1,0.32
Meana Sardo,2024,1,Italia,260,79.03
Meana Sardo,2024,2,Francia,22,6.69
Meana Sardo,2024,3,Irlanda,8,2.43
Meana Sardo,2024,4,Germania,7,2.13
Meana Sardo,2024,5,Portogallo,6,1.82
Meana Sardo,2025,1,Italia,230,66.28
Meana Sardo,2025,2,Grecia,30,8.65
Meana Sardo,2025,3,Francia,26,7.49
Meana Sardo,2025,4,Paesi Bassi,9,2.59
Meana Sardo,2025,5,Regno Unito,9,2.59
Milis,2022,1,Germania,348,31.18
Milis,2022,2,Italia,189,16.94
Milis,2022,3,Stati Uniti d'America,182,16.31
Milis,2022,4,Francia,165,14.78
Milis,2022,5,Regno Unito,60,5.38
Milis,2023,1,Italia,263,18.52
Milis,2023,2,Francia,262,18.45
Milis,2023,3,Germania,251,17.68
Milis,2023,4,Paesi Bassi,94,6.62
Milis,2023,5,Stati Uniti d'America,78,5.49
Milis,2024,1,Germania,531,28.04
Milis,2024,2,Italia,276,14.57
Milis,2024,3,Stati Uniti d'America,211,11.14
Milis,2024,4,Svizzera (incluso Liechtenstein),133,7.02
Milis,2024,5,Moldavia,131,6.92
Milis,2025,1,Italia,958,43.23
Milis,2025,2,Germania,342,15.43
Milis,2025,3,Francia,317,14.31
Milis,2025,4,Stati Uniti d'America,123,5.55
Milis,2025,5,Polonia,79,3.56
Modolo,2022,1,Italia,590,41.9
Modolo,2022,2,Francia,365,25.92
Modolo,2022,3,Germania,118,8.38
Modolo,2022,4,Spagna,94,6.68
Modolo,2022,5,Repubblica Ceca,80,5.68
Modolo,2023,1,Italia,459,36.78
Modolo,2023,2,Francia,205,16.43
Modolo,2023,3,Germania,151,12.1
Modolo,2023,4,Spagna,133,10.66
Modolo,2023,5,Belgio,72,5.77
Modolo,2024,1,Italia,696,41.23
Modolo,2024,2,Francia,377,22.33
Modolo,2024,3,Germania,235,13.92
Modolo,2024,4,Spagna,84,4.98
Modolo,2024,5,Paesi Bassi,64,3.79
Modolo,2025,1,Francia,839,23.51
Modolo,2025,2,Italia,770,21.58
Modolo,2025,3,Germania,588,16.48
Modolo,2025,4,Paesi Bassi,228,6.39
Modolo,2025,5,Spagna,190,5.33
Mogoro,2023,1,Italia,183,36.6
Mogoro,2023,2,Spagna,80,16.0
Mogoro,2023,3,Polonia,79,15.8
Mogoro,2023,4,Germania,48,9.6
Mogoro,2023,5,Francia,34,6.8
Mogoro,2024,1,Francia,112,31.46
Mogoro,2024,2,Italia,85,23.88
Mogoro,2024,3,Spagna,74,20.79
Mogoro,2024,4,Turchia,27,7.58
Mogoro,2024,5,Germania,18,5.06
Mogoro,2025,1,Italia,422,47.1
Mogoro,2025,2,Francia,129,14.4
Mogoro,2025,3,Spagna,45,5.02
Mogoro,2025,4,Svezia,42,4.69
Mogoro,2025,5,Paesi Bassi,40,4.46
Monastir,2022,1,Italia,5603,67.79
Monastir,2022,2,Francia,664,8.03
Monastir,2022,3,Spagna,596,7.21
Monastir,2022,4,Germania,236,2.86
Monastir,2022,5,Paesi Bassi,207,2.5
Monastir,2023,1,Italia,5639,69.51
Monastir,2023,2,Francia,642,7.91
Monastir,2023,3,Germania,365,4.5
Monastir,2023,4,Spagna,352,4.34
Monastir,2023,5,Belgio,147,1.81
Monastir,2024,1,Italia,4238,64.27
Monastir,2024,2,Francia,571,8.66
Monastir,2024,3,Spagna,460,6.98
Monastir,2024,4,Germania,190,2.88
Monastir,2024,5,Belgio,159,2.41
Monastir,2025,1,Italia,4231,61.67
Monastir,2025,2,Germania,579,8.44
Monastir,2025,3,Francia,526,7.67
Monastir,2025,4,Spagna,400,5.83
Monastir,2025,5,Paesi Bassi,148,2.16
Monserrato,2022,1,Italia,3428,56.6
Monserrato,2022,2,Francia,808,13.34
Monserrato,2022,3,Germania,394,6.5
Monserrato,2022,4,Spagna,181,2.99
Monserrato,2022,5,Polonia,129,2.13
Monserrato,2023,1,Italia,4036,52.59
Monserrato,2023,2,Francia,726,9.46
Monserrato,2023,3,Germania,418,5.45
Monserrato,2023,4,Spagna,410,5.34
Monserrato,2023,5,Polonia,245,3.19
Monserrato,2024,1,Italia,5088,53.84
Monserrato,2024,2,Francia,771,8.16
Monserrato,2024,3,Germania,753,7.97
Monserrato,2024,4,Polonia,418,4.42
Monserrato,2024,5,Spagna,340,3.6
Monserrato,2025,1,Italia,6637,53.43
Monserrato,2025,2,Francia,1381,11.12
Monserrato,2025,3,Germania,648,5.22
Monserrato,2025,4,Polonia,552,4.44
Monserrato,2025,5,Spagna,496,3.99
Monteleone Rocca Doria,2025,1,Francia,92,25.41
Monteleone Rocca Doria,2025,2,Germania,72,19.89
Monteleone Rocca Doria,2025,3,Italia,53,14.64
Monteleone Rocca Doria,2025,4,Paesi Bassi,30,8.29
Monteleone Rocca Doria,2025,5,Ungheria,22,6.08
Monti,2022,1,Italia,283,62.75
Monti,2022,2,Francia,54,11.97
Monti,2022,3,Spagna,49,10.86
Monti,2022,4,Germania,15,3.33
Monti,2022,5,Regno Unito,15,3.33
Monti,2023,1,Italia,351,68.29
Monti,2023,2,Francia,65,12.65
Monti,2023,3,Spagna,28,5.45
Monti,2023,4,Belgio,15,2.92
Monti,2023,5,Germania,13,2.53
Monti,2024,1,Italia,605,54.36
Monti,2024,2,Francia,138,12.4
Monti,2024,3,Spagna,87,7.82
Monti,2024,4,Germania,70,6.29
Monti,2024,5,Paesi Bassi,48,4.31
Monti,2025,1,Italia,876,37.2
Monti,2025,2,Francia,532,22.59
Monti,2025,3,Germania,322,13.67
Monti,2025,4,Spagna,124,5.27
Monti,2025,5,Paesi Bassi,86,3.65
Mores,2023,1,Italia,880,37.04
Mores,2023,2,Germania,357,15.03
Mores,2023,3,Francia,297,12.5
Mores,2023,4,Belgio,142,5.98
Mores,2023,5,Spagna,131,5.51
Mores,2024,1,Italia,769,27.13
Mores,2024,2,Germania,474,16.72
Mores,2024,3,Francia,437,15.41
Mores,2024,4,Paesi Bassi,289,10.19
Mores,2024,5,Regno Unito,251,8.85
Mores,2025,1,Italia,1075,25.36
Mores,2025,2,Germania,865,20.41
Mores,2025,3,Paesi Bassi,565,13.33
Mores,2025,4,Francia,461,10.88
Mores,2025,5,Spagna,203,4.79
Muravera,2022,1,Italia,417054,64.19
Muravera,2022,2,Germania,122332,18.83
Muravera,2022,3,Svizzera (incluso Liechtenstein),53604,8.25
Muravera,2022,4,Francia,11267,1.73
Muravera,2022,5,Austria,10384,1.6
Muravera,2023,1,Italia,400305,60.5
Muravera,2023,2,Germania,133070,20.11
Muravera,2023,3,Svizzera (incluso Liechtenstein),62006,9.37
Muravera,2023,4,Austria,11618,1.76
Muravera,2023,5,Francia,10524,1.59
Muravera,2024,1,Italia,453891,59.65
Muravera,2024,2,Germania,148279,19.49
Muravera,2024,3,Svizzera (incluso Liechtenstein),57792,7.6
Muravera,2024,4,Repubblica Ceca,16962,2.23
Muravera,2024,5,Francia,13048,1.71
Muravera,2025,1,Italia,431753,53.79
Muravera,2025,2,Germania,167045,20.81
Muravera,2025,3,Svizzera (incluso Liechtenstein),68049,8.48
Muravera,2025,4,Polonia,26303,3.28
Muravera,2025,5,Repubblica Ceca,17456,2.17
Muros,2025,1,Francia,153,75.37
Muros,2025,2,Spagna,27,13.3
Muros,2025,3,Italia,23,11.33
Musei,2023,1,Italia,10,62.5
Musei,2023,2,Altri Paesi Centro - Sud America,3,18.75
Musei,2023,3,Francia,3,18.75
Musei,2024,1,Italia,96,35.56
Musei,2024,2,Germania,56,20.74
Musei,2024,3,Francia,30,11.11
Musei,2024,4,Polonia,28,10.37
Musei,2024,5,Spagna,13,4.81
Musei,2025,1,Italia,149,56.65
Musei,2025,2,Polonia,23,8.75
Musei,2025,3,Spagna,23,8.75
Musei,2025,4,Germania,20,7.6
Musei,2025,5,Francia,11,4.18
Narbolia,2022,1,Italia,43701,55.24
Narbolia,2022,2,Germania,21535,27.22
Narbolia,2022,3,Svizzera (incluso Liechtenstein),4694,5.93
Narbolia,2022,4,Francia,2658,3.36
Narbolia,2022,5,Austria,2357,2.98
Narbolia,2023,1,Italia,47278,47.95
Narbolia,2023,2,Germania,27452,27.84
Narbolia,2023,3,Svizzera (incluso Liechtenstein),8005,8.12
Narbolia,2023,4,Francia,4624,4.69
Narbolia,2023,5,Austria,2498,2.53
Narbolia,2024,1,Italia,38702,46.89
Narbolia,2024,2,Germania,22701,27.5
Narbolia,2024,3,Svizzera (incluso Liechtenstein),6404,7.76
Narbolia,2024,4,Francia,3414,4.14
Narbolia,2024,5,Austria,2716,3.29
Narbolia,2025,1,Italia,40833,51.39
Narbolia,2025,2,Germania,20648,25.99
Narbolia,2025,3,Svizzera (incluso Liechtenstein),6487,8.16
Narbolia,2025,4,Francia,3601,4.53
Narbolia,2025,5,Austria,1967,2.48
Narcao,2022,1,Italia,719,97.69
Narcao,2022,2,Svizzera (incluso Liechtenstein),11,1.49
Narcao,2022,3,Danimarca,2,0.27
Narcao,2022,4,Francia,2,0.27
Narcao,2022,5,Paesi Bassi,2,0.27
Narcao,2023,1,Italia,708,93.04
Narcao,2023,2,Francia,29,3.81
Narcao,2023,3,Polonia,10,1.31
Narcao,2023,4,Spagna,5,0.66
Narcao,2023,5,Belgio,2,0.26
Narcao,2024,1,Italia,12,100.0
Narcao,2025,1,Italia,48,55.81
Narcao,2025,2,Germania,18,20.93
Narcao,2025,3,Svizzera (incluso Liechtenstein),8,9.3
Narcao,2025,4,Francia,5,5.81
Narcao,2025,5,Altri Paesi Africa Mediterranea,4,4.65
Norbello,2023,1,Italia,1130,43.73
Norbello,2023,2,Spagna,352,13.62
Norbello,2023,3,Francia,262,10.14
Norbello,2023,4,Germania,258,9.98
Norbello,2023,5,Repubblica Ceca,245,9.48
Norbello,2024,1,Italia,1381,45.58
Norbello,2024,2,Spagna,450,14.85
Norbello,2024,3,Francia,423,13.96
Norbello,2024,4,Paesi Bassi,274,9.04
Norbello,2024,5,Germania,244,8.05
Norbello,2025,1,Italia,1760,43.7
Norbello,2025,2,Francia,679,16.86
Norbello,2025,3,Spagna,655,16.27
Norbello,2025,4,Germania,311,7.72
Norbello,2025,5,Paesi Bassi,168,4.17
Nughedu San Nicolò,2023,1,Italia,216,50.47
Nughedu San Nicolò,2023,2,Francia,56,13.08
Nughedu San Nicolò,2023,3,Germania,40,9.35
Nughedu San Nicolò,2023,4,Spagna,40,9.35
Nughedu San Nicolò,2023,5,Paesi Bassi,22,5.14
Nughedu San Nicolò,2024,1,Italia,219,71.1
Nughedu San Nicolò,2024,2,Francia,14,4.55
Nughedu San Nicolò,2024,3,Germania,14,4.55
Nughedu San Nicolò,2024,4,Paesi Bassi,14,4.55
Nughedu San Nicolò,2024,5,Spagna,13,4.22
Nughedu San Nicolò,2025,1,Italia,217,45.59
Nughedu San Nicolò,2025,2,Germania,101,21.22
Nughedu San Nicolò,2025,3,Francia,60,12.61
Nughedu San Nicolò,2025,4,Paesi Bassi,23,4.83
Nughedu San Nicolò,2025,5,Nuova Zelanda,20,4.2
Nughedu Santa Vittoria,2023,1,Italia,82,60.29
Nughedu Santa Vittoria,2023,2,Francia,15,11.03
Nughedu Santa Vittoria,2023,3,Germania,15,11.03
Nughedu Santa Vittoria,2023,4,Spagna,9,6.62
Nughedu Santa Vittoria,2023,5,Grecia,8,5.88
Nughedu Santa Vittoria,2024,1,Italia,77,65.25
Nughedu Santa Vittoria,2024,2,Germania,16,13.56
Nughedu Santa Vittoria,2024,3,Polonia,9,7.63
Nughedu Santa Vittoria,2024,4,Belgio,4,3.39
Nughedu Santa Vittoria,2024,5,Spagna,4,3.39
Nughedu Santa Vittoria,2025,1,Italia,123,71.1
Nughedu Santa Vittoria,2025,2,Germania,13,7.51
Nughedu Santa Vittoria,2025,3,Romania,10,5.78
Nughedu Santa Vittoria,2025,4,Canada,9,5.2
Nughedu Santa Vittoria,2025,5,Francia,4,2.31
Nulvi,2022,1,Italia,249,32.09
Nulvi,2022,2,Francia,144,18.56
Nulvi,2022,3,Spagna,105,13.53
Nulvi,2022,4,Germania,101,13.02
Nulvi,2022,5,Regno Unito,64,8.25
Nulvi,2023,1,Germania,646,31.01
Nulvi,2023,2,Francia,356,17.09
Nulvi,2023,3,Italia,249,11.95
Nulvi,2023,4,Spagna,248,11.91
Nulvi,2023,5,Svizzera (incluso Liechtenstein),105,5.04
Nulvi,2024,1,Francia,953,33.89
Nulvi,2024,2,Italia,540,19.2
Nulvi,2024,3,Germania,501,17.82
Nulvi,2024,4,Svizzera (incluso Liechtenstein),227,8.07
Nulvi,2024,5,Spagna,186,6.61
Nulvi,2025,1,Germania,1025,32.03
Nulvi,2025,2,Francia,891,27.84
Nulvi,2025,3,Italia,382,11.94
Nulvi,2025,4,Spagna,237,7.41
Nulvi,2025,5,Paesi Bassi,152,4.75
Nuoro,2022,1,Italia,33244,76.17
Nuoro,2022,2,Francia,2575,5.9
Nuoro,2022,3,Germania,1537,3.52
Nuoro,2022,4,Spagna,1489,3.41
Nuoro,2022,5,Paesi Bassi,657,1.51
Nuoro,2023,1,Italia,44327,75.21
Nuoro,2023,2,Francia,3301,5.6
Nuoro,2023,3,Germania,2041,3.46
Nuoro,2023,4,Spagna,1554,2.64
Nuoro,2023,5,Paesi Bassi,771,1.31
Nuoro,2024,1,Italia,38587,69.55
Nuoro,2024,2,Francia,3085,5.56
Nuoro,2024,3,Germania,2628,4.74
Nuoro,2024,4,Spagna,2129,3.84
Nuoro,2024,5,Paesi Bassi,916,1.65
Nuoro,2025,1,Italia,37873,70.35
Nuoro,2025,2,Francia,3788,7.04
