comune,anno,mese,letti_totali,superficie_kmq,densita_ricettiva,copertura_sufficiente
Baressa,2022,7,27,12.537,2.15,True
Baressa,2022,8,27,12.537,2.15,True
Baressa,2022,9,27,12.537,2.15,True
Baressa,2022,10,27,12.537,2.15,True
Baressa,2022,11,27,12.537,2.15,True
Baressa,2022,12,27,12.537,2.15,True
Bari Sardo,2022,1,2825,37.625,75.08,True
Bari Sardo,2022,2,2825,37.625,75.08,True
Bari Sardo,2022,3,2825,37.625,75.08,True
Bari Sardo,2022,4,2825,37.625,75.08,True
Bari Sardo,2022,5,2825,37.625,75.08,True
Bari Sardo,2022,6,2825,37.625,75.08,True
Bari Sardo,2022,7,2825,37.625,75.08,True
Bari Sardo,2022,8,2825,37.625,75.08,True
Bari Sardo,2022,9,2825,37.625,75.08,True
Bari Sardo,2022,10,2825,37.625,75.08,True
Bari Sardo,2022,11,2825,37.625,75.08,True
Bari Sardo,2022,12,2825,37.625,75.08,True
Barrali,2022,1,0,11.218,0.0,False
Barrali,2022,2,0,11.218,0.0,False
Barrali,2022,3,0,11.218,0.0,False
Barrali,2022,4,0,11.218,0.0,False
Barrali,2022,5,0,11.218,0.0,False
Barrali,2022,6,0,11.218,0.0,False
Barrali,2022,7,0,11.218,0.0,False
Barrali,2022,8,0,11.218,0.0,False
Barrali,2022,9,0,11.218,0.0,False
Barrali,2022,10,0,11.218,0.0,False
Barrali,2022,11,0,11.218,0.0,False
Barrali,2022,12,0,11.218,0.0,False
Barumini,2022,1,48,26.173,1.83,True
Barumini,2022,2,48,26.173,1.83,True
Barumini,2022,3,48,26.173,1.83,True
Barumini,2022,4,48,26.173,1.83,True
Barumini,2022,5,48,26.173,1.83,True
Barumini,2022,6,48,26.173,1.83,True
Barumini,2022,7,48,26.173,1.83,True
Barumini,2022,8,48,26.173,1.83,True
Barumini,2022,9,48,26.173,1.83,True
Barumini,2022,10,48,26.173,1.83,True
Barumini,2022,11,48,26.173,1.83,True
Barumini,2022,12,48,26.173,1.83,True
Bauladu,2022,1,28,23.9,1.17,True
Bauladu,2022,2,28,23.9,1.17,True
Bauladu,2022,3,28,23.9,1.17,True
Bauladu,2022,4,28,23.9,1.17,True
Bauladu,2022,5,28,23.9,1.17,True
Bauladu,2022,6,28,23.9,1.17,True
Bauladu,2022,7,28,23.9,1.17,True
Bauladu,2022,8,28,23.9,1.17,True
Bauladu,2022,9,28,23.9,1.17,True
Bauladu,2022,10,28,23.9,1.17,True
Bauladu,2022,11,28,23.9,1.17,True
Bauladu,2022,12,28,23.9,1.17,True
Baunei,2022,1,1616,212.11,7.62,True
Baunei,2022,2,1616,212.11,7.62,True
Baunei,2022,3,1616,212.11,7.62,True
Baunei,2022,4,1616,212.11,7.62,True
Baunei,2022,5,1616,212.11,7.62,True
Baunei,2022,6,1616,212.11,7.62,True
Baunei,2022,7,1616,212.11,7.62,True
Baunei,2022,8,1616,212.11,7.62,True
Baunei,2022,9,1616,212.11,7.62,True
Baunei,2022,10,1616,212.11,7.62,True
Baunei,2022,11,1616,212.11,7.62,True
Baunei,2022,12,1616,212.11,7.62,True
Belvì,2022,1,46,18.286,2.52,True
Belvì,2022,2,46,18.286,2.52,True
Belvì,2022,3,46,18.286,2.52,True
Belvì,2022,4,46,18.286,2.52,True
Belvì,2022,5,46,18.286,2.52,True
Belvì,2022,6,46,18.286,2.52,True
Belvì,2022,7,46,18.286,2.52,True
Belvì,2022,8,46,18.286,2.52,True
Belvì,2022,9,46,18.286,2.52,True
Belvì,2022,10,46,18.286,2.52,True
Belvì,2022,11,46,18.286,2.52,True
Belvì,2022,12,46,18.286,2.52,True
Benetutti,2022,1,185,94.066,1.97,True
Benetutti,2022,2,185,94.066,1.97,True
Benetutti,2022,3,185,94.066,1.97,True
Benetutti,2022,4,185,94.066,1.97,True
Benetutti,2022,5,185,94.066,1.97,True
Benetutti,2022,6,185,94.066,1.97,True
Benetutti,2022,7,185,94.066,1.97,True
Benetutti,2022,8,185,94.066,1.97,True
Benetutti,2022,9,185,94.066,1.97,True
Benetutti,2022,10,185,94.066,1.97,True
Benetutti,2022,11,185,94.066,1.97,True
Benetutti,2022,12,185,94.066,1.97,True
Berchidda,2022,1,446,202.262,2.21,True
Berchidda,2022,2,446,202.262,2.21,True
Berchidda,2022,3,446,202.262,2.21,True
Berchidda,2022,4,446,202.262,2.21,True
Berchidda,2022,5,446,202.262,2.21,True
Berchidda,2022,6,446,202.262,2.21,True
Berchidda,2022,7,446,202.262,2.21,True
Berchidda,2022,8,446,202.262,2.21,True
Berchidda,2022,9,446,202.262,2.21,True
Berchidda,2022,10,446,202.262,2.21,True
Berchidda,2022,11,446,202.262,2.21,True
Berchidda,2022,12,446,202.262,2.21,True
Bessude,2022,1,26,26.544,0.98,True
Bessude,2022,2,26,26.544,0.98,True
Bessude,2022,3,26,26.544,0.98,True
Bessude,2022,4,26,26.544,0.98,True
Bessude,2022,5,26,26.544,0.98,True
Bessude,2022,6,26,26.544,0.98,True
Bessude,2022,7,26,26.544,0.98,True
Bessude,2022,8,26,26.544,0.98,True
Bessude,2022,9,26,26.544,0.98,True
