comune,anno,mese,presenze_annue,letti_totali,utilizzazione_lorda_pct,segmenti_esclusi,copertura_sufficiente
Bonarcado,2024,8,4062.0,87.0,12.79,0,True
Bonarcado,2024,9,4062.0,87.0,12.79,0,True
Bonarcado,2024,10,4062.0,87.0,12.79,0,True
Bonarcado,2024,11,4062.0,87.0,12.79,0,True
Bonarcado,2024,12,4062.0,87.0,12.79,0,True
Bonnanaro,2024,1,0.0,20.0,0.0,0,True
Bonnanaro,2024,2,0.0,20.0,0.0,0,True
Bonnanaro,2024,3,0.0,20.0,0.0,0,True
Bonnanaro,2024,4,0.0,20.0,0.0,0,True
Bonnanaro,2024,5,0.0,20.0,0.0,0,True
Bonnanaro,2024,6,0.0,20.0,0.0,0,True
Bonnanaro,2024,7,0.0,20.0,0.0,0,True
Bonnanaro,2024,8,0.0,20.0,0.0,0,True
Bonnanaro,2024,9,0.0,20.0,0.0,0,True
Bonnanaro,2024,10,0.0,20.0,0.0,0,True
Bonnanaro,2024,11,0.0,20.0,0.0,0,True
Bonnanaro,2024,12,0.0,20.0,0.0,0,True
Bono,2024,1,536.99,78.0,1.89,0,True
Bono,2024,2,536.99,78.0,1.89,0,True
Bono,2024,3,536.99,78.0,1.89,0,True
Bono,2024,4,536.99,78.0,1.89,0,True
Bono,2024,5,536.99,78.0,1.89,0,True
Bono,2024,6,536.99,78.0,1.89,0,True
Bono,2024,7,536.99,78.0,1.89,0,True
Bono,2024,8,536.99,78.0,1.89,0,True
Bono,2024,9,536.99,78.0,1.89,0,True
Bono,2024,10,536.99,78.0,1.89,0,True
Bono,2024,11,536.99,78.0,1.89,0,True
Bono,2024,12,536.99,78.0,1.89,0,True
Bonorva,2024,1,639.99,119.0,1.47,0,True
Bonorva,2024,2,639.99,119.0,1.47,0,True
Bonorva,2024,3,639.99,119.0,1.47,0,True
Bonorva,2024,4,639.99,119.0,1.47,0,True
Bonorva,2024,5,639.99,119.0,1.47,0,True
Bonorva,2024,6,639.99,119.0,1.47,0,True
Bonorva,2024,7,639.99,119.0,1.47,0,True
Bonorva,2024,8,639.99,119.0,1.47,0,True
Bonorva,2024,9,639.99,119.0,1.47,0,True
Bonorva,2024,10,639.99,119.0,1.47,0,True
Bonorva,2024,11,639.99,119.0,1.47,0,True
Bonorva,2024,12,639.99,119.0,1.47,0,True
Borore,2024,1,15.99,11.0,0.4,0,True
Borore,2024,2,15.99,11.0,0.4,0,True
Borore,2024,3,15.99,11.0,0.4,0,True
Borore,2024,4,15.99,11.0,0.4,0,True
Borore,2024,5,15.99,11.0,0.4,0,True
Borore,2024,6,15.99,11.0,0.4,0,True
Borore,2024,7,15.99,11.0,0.4,0,True
Borore,2024,8,15.99,11.0,0.4,0,True
Borore,2024,9,15.99,11.0,0.4,0,True
Borore,2024,10,15.99,11.0,0.4,0,True
Borore,2024,11,15.99,11.0,0.4,0,True
Borore,2024,12,15.99,11.0,0.4,0,True
Bortigali,2024,1,635.98,12.0,14.52,0,True
Bortigali,2024,2,635.98,12.0,14.52,0,True
Bortigali,2024,3,635.98,12.0,14.52,0,True
Bortigali,2024,4,635.98,12.0,14.52,0,True
Bortigali,2024,5,635.98,12.0,14.52,0,True
Bortigali,2024,6,635.98,12.0,14.52,0,True
Bortigali,2024,7,635.98,12.0,14.52,0,True
Bortigali,2024,8,635.98,12.0,14.52,0,True
Bortigali,2024,9,635.98,12.0,14.52,0,True
Bortigali,2024,10,635.98,12.0,14.52,0,True
Bortigali,2024,11,635.98,12.0,14.52,0,True
Bortigali,2024,12,635.98,12.0,14.52,0,True
Bortigiadas,2024,1,1482.02,59.0,6.88,0,True
Bortigiadas,2024,2,1482.02,59.0,6.88,0,True
Bortigiadas,2024,3,1482.02,59.0,6.88,0,True
Bortigiadas,2024,4,1482.02,59.0,6.88,0,True
Bortigiadas,2024,5,1482.02,59.0,6.88,0,True
Bortigiadas,2024,6,1482.02,59.0,6.88,0,True
Bortigiadas,2024,7,1482.02,59.0,6.88,0,True
Bortigiadas,2024,8,1482.02,59.0,6.88,0,True
Bortigiadas,2024,9,1482.02,59.0,6.88,0,True
Bortigiadas,2024,10,1482.02,59.0,6.88,0,True
Bortigiadas,2024,11,1482.02,59.0,6.88,0,True
Bortigiadas,2024,12,1482.02,59.0,6.88,0,True
Borutta,2024,1,0.0,0.0,,0,False
Borutta,2024,2,0.0,0.0,,0,False
Borutta,2024,3,0.0,0.0,,0,False
Borutta,2024,4,0.0,0.0,,0,False
Borutta,2024,5,0.0,0.0,,0,False
Borutta,2024,6,0.0,0.0,,0,False
Borutta,2024,7,0.0,0.0,,0,False
Borutta,2024,8,0.0,0.0,,0,False
Borutta,2024,9,0.0,0.0,,0,False
Borutta,2024,10,0.0,0.0,,0,False
Borutta,2024,11,0.0,0.0,,0,False
